CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
170009568,4/1/2017,0:00:00,12/2/2017,7:00:00,12/21/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1008700,192113,40.69395702,-73.91183165,"(40.693957022, -73.911831654)"
817887333,4/1/2017,9:00:00,11/15/2017,18:00:00,11/28/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61,FRONT OF,STREET,NA,NA,992134,154373,40.59039908,-73.97161483,"(40.590399084, -73.971614832)"
408001650,4/1/2017,12:00:00,NA,NA,10/30/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,989989,208911,40.74009542,-73.97929156,"(40.740095421, -73.97929156)"
440917849,4/1/2017,0:01:00,10/24/2017,12:00:00,10/26/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,FRONT OF,STREET,NA,NA,1004527,196094,40.70489448,-73.92686803,"(40.70489448, -73.926868026)"
675603536,4/1/2017,12:00:00,NA,NA,9/21/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,STREET,NA,NA,1024297,241655,40.82988005,-73.85529186,"(40.829880054, -73.855291855)"
598987620,4/1/2017,12:00:00,8/15/2017,7:00:00,8/15/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,113,FRONT OF,STREET,NA,NA,1045049,188550,40.68400237,-73.7807851,"(40.68400237, -73.7807851)"
859682933,4/1/2017,9:00:00,NA,NA,8/4/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,NA,STREET,NA,NA,987565,217891,40.76474449,-73.98803444,"(40.764744491, -73.988034437)"
514722638,4/1/2017,0:05:00,7/17/2017,12:00:00,7/17/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63,FRONT OF,RESIDENCE - APT. HOUSE,NA,NA,1008474,160015,40.60585564,-73.91276191,"(40.605855635, -73.912761909)"
627608991,4/1/2017,14:30:00,7/3/2017,7:03:00,7/3/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,FRONT OF,STREET,NA,NA,996542,232710,40.80541077,-73.95560073,"(40.805410774, -73.955600729)"
945120327,4/1/2017,0:00:00,6/29/2017,15:30:00,6/29/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,108,INSIDE,GAS STATION,NA,NA,1000667,208310,40.73843245,-73.94076016,"(40.738432451, -73.940760158)"
164115062,4/1/2017,9:00:00,6/17/2017,15:00:00,6/19/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,9,FRONT OF,STREET,NA,NA,988484,205423,40.73052257,-73.98472473,"(40.730522568, -73.984724732)"
120112430,4/1/2017,10:00:00,5/27/2017,10:40:00,5/27/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,998847,222621,40.77771568,-73.94729662,"(40.77771568, -73.947296618)"
940338032,4/1/2017,16:18:00,4/1/2017,16:18:00,5/19/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,CHAIN STORE,NA,NA,953533,146811,40.56959318,-74.11056461,"(40.569593176, -74.110564608)"
934228386,4/1/2017,0:01:00,4/19/2017,11:23:00,5/19/2017,341,PETIT LARCENY,307,"LARCENY,PETIT BY DISHONEST EMP",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,84,INSIDE,COMMERCIAL BUILDING,NA,NA,986542,191874,40.6933345,-73.99173628,"(40.693334497, -73.991736282)"
679396566,4/1/2017,9:00:00,4/30/2017,19:00:00,4/30/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,981105,201199,40.71892916,-74.01134696,"(40.718929164, -74.011346962)"
561520304,4/1/2017,23:00:00,4/2/2017,0:00:00,4/29/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,BAR/NIGHT CLUB,NA,NA,987184,205840,40.73166766,-73.98941509,"(40.731667658, -73.989415087)"
825942788,4/1/2017,12:00:00,4/25/2017,20:00:00,4/25/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1010994,262925,40.88831009,-73.90327726,"(40.88831009, -73.903277255)"
371073168,4/1/2017,12:00:00,4/25/2017,20:00:00,4/25/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1010994,262925,40.88831009,-73.90327726,"(40.88831009, -73.903277255)"
144706587,4/1/2017,12:00:00,4/25/2017,20:00:00,4/25/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1010994,262925,40.88831009,-73.90327726,"(40.88831009, -73.903277255)"
581725005,4/1/2017,12:00:00,4/25/2017,20:00:00,4/25/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1010994,262925,40.88831009,-73.90327726,"(40.88831009, -73.903277255)"
170517511,4/1/2017,12:00:00,4/25/2017,20:00:00,4/25/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1010994,262925,40.88831009,-73.90327726,"(40.88831009, -73.903277255)"
532120224,4/1/2017,12:00:00,4/25/2017,20:00:00,4/25/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1010994,262925,40.88831009,-73.90327726,"(40.88831009, -73.903277255)"
785150469,4/1/2017,7:00:00,4/1/2017,18:00:00,4/24/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,COMMERCIAL BUILDING,NA,NA,980548,196293,40.70546314,-74.01335363,"(40.705463143, -74.013353629)"
822492025,4/1/2017,17:00:00,4/18/2017,5:35:00,4/19/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,71,FRONT OF,STREET,NA,NA,995675,180124,40.66107632,-73.95882176,"(40.661076321, -73.958821762)"
458866027,4/1/2017,17:00:00,4/18/2017,5:35:00,4/19/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,71,FRONT OF,STREET,NA,NA,995675,180124,40.66107632,-73.95882176,"(40.661076321, -73.958821762)"
304833792,4/1/2017,10:00:00,NA,NA,4/18/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE-HOUSE,NA,NA,1027797,263072,40.88864664,-73.84250551,"(40.888646638, -73.842505511)"
502167913,4/1/2017,3:00:00,4/1/2017,8:00:00,4/18/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,FRONT OF,RESIDENCE-HOUSE,NA,NA,960500,160873,40.60821195,-74.08553694,"(40.608211947, -74.085536942)"
837919391,4/1/2017,18:30:00,4/1/2017,18:45:00,4/17/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1008914,194779,40.70127397,-73.91105018,"(40.701273974, -73.911050181)"
443433818,4/1/2017,14:00:00,4/1/2017,15:00:00,4/16/2017,341,PETIT LARCENY,305,"LARCENY,PETIT BY CREDIT CARD U",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE-HOUSE,NA,NA,991590,169049,40.63068216,-73.97355757,"(40.63068216, -73.973557573)"
402607318,4/1/2017,13:00:00,4/1/2017,18:00:00,4/14/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,NA,PARK/PLAYGROUND,RIVERSIDE PARK,NA,992152,230861,40.80034079,-73.97146031,"(40.800340792, -73.971460305)"
766950383,4/1/2017,8:00:00,4/1/2017,8:10:00,4/13/2017,341,PETIT LARCENY,303,"LARCENY,PETIT BY CHECK USE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,BANK,NA,NA,1017027,175404,40.64806767,-73.88188472,"(40.648067668, -73.881884715)"
555048251,4/1/2017,22:00:00,NA,NA,4/12/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,999911,242928,40.83345098,-73.94340751,"(40.833450977, -73.943407506)"
865214634,4/1/2017,12:00:00,4/1/2017,12:05:00,4/12/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,77,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,ALBANY II,1001576,185353,40.67541918,-73.93753907,"(40.67541918, -73.937539069)"
686845638,4/1/2017,8:00:00,4/3/2017,22:00:00,4/12/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,108,FRONT OF,STREET,NA,NA,1013835,207612,40.73648237,-73.8932461,"(40.73648237, -73.893246099)"
612144113,4/1/2017,11:10:00,4/1/2017,11:13:00,4/8/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,73,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,LOW HOUSES,1010788,183143,40.66933041,-73.90433739,"(40.669330406, -73.904337391)"
155435453,4/1/2017,8:00:00,4/4/2017,20:00:00,4/8/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,26,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,994137,232501,40.80484015,-73.96428829,"(40.804840145, -73.964288291)"
607838931,4/1/2017,17:50:00,4/1/2017,18:00:00,4/7/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,INSIDE,DEPARTMENT STORE,NA,NA,1031888,214325,40.75482903,-73.82805573,"(40.75482903, -73.828055732)"
209620831,4/1/2017,14:00:00,4/1/2017,17:00:00,4/6/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,COMMERCIAL BUILDING,NA,NA,987832,217446,40.76352298,-73.98707082,"(40.763522976, -73.987070815)"
441579776,4/1/2017,12:00:00,NA,NA,4/6/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,999729,186190,40.67771998,-73.94419581,"(40.677719978, -73.944195809)"
938088982,4/1/2017,22:18:00,4/1/2017,22:40:00,4/5/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,HOTEL/MOTEL,NA,NA,990740,213128,40.75166951,-73.97657742,"(40.751669511, -73.976577416)"
636845288,4/1/2017,17:00:00,4/1/2017,21:00:00,4/5/2017,341,PETIT LARCENY,313,"LARCENY,PETIT BY FALSE PROMISE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,991757,227743,40.79178307,-73.97289049,"(40.791783071, -73.972890486)"
281031394,4/1/2017,14:00:00,4/2/2017,11:30:00,4/5/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,FRONT OF,STREET,NA,NA,1012789,259873,40.87992769,-73.89679834,"(40.879927685, -73.896798343)"
704878562,4/1/2017,10:00:00,NA,NA,4/5/2017,341,PETIT LARCENY,313,"LARCENY,PETIT BY FALSE PROMISE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,BANK,NA,NA,987897,211692,40.74772968,-73.98683929,"(40.747729682, -73.986839293)"
746313913,4/1/2017,7:00:00,4/1/2017,19:00:00,4/5/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,7,INSIDE,OTHER,NA,NA,988309,200805,40.71784736,-73.98535894,"(40.717847357, -73.985358935)"
722403251,4/1/2017,21:00:00,NA,NA,4/4/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,FRONT OF,STREET,NA,NA,1009205,180904,40.66318946,-73.91005207,"(40.663189455, -73.910052066)"
719021000,4/1/2017,15:00:00,4/1/2017,15:15:00,4/4/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,BANK,NA,NA,947527,144792,40.56402858,-74.13217169,"(40.564028575, -74.132171687)"
450312416,4/1/2017,14:00:00,4/3/2017,22:46:00,4/4/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,122,REAR OF,PARKING LOT/GARAGE (PRIVATE),NA,NA,960587,156875,40.59723849,-74.08520961,"(40.597238485, -74.085209605)"
363054084,4/1/2017,9:00:00,4/4/2017,8:44:00,4/4/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,FRONT OF,STREET,NA,NA,994978,229895,40.79768641,-73.96125465,"(40.797686406, -73.961254651)"
689297348,4/1/2017,23:00:00,4/2/2017,3:00:00,4/3/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,996633,220135,40.77089564,-73.9552952,"(40.77089564, -73.955295202)"
623033622,4/1/2017,22:30:00,4/3/2017,7:20:00,4/3/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,OPPOSITE OF,STREET,NA,NA,1018913,245812,40.84131258,-73.8747254,"(40.841312578, -73.874725397)"
384420672,4/1/2017,21:00:00,4/3/2017,15:00:00,4/3/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,999911,242928,40.83345098,-73.94340751,"(40.833450977, -73.943407506)"
680171574,4/1/2017,19:00:00,4/3/2017,6:30:00,4/3/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,FRONT OF,STREET,NA,NA,1010129,239570,40.8242102,-73.90649583,"(40.824210201, -73.906495831)"
974094251,4/1/2017,18:30:00,4/1/2017,19:00:00,4/3/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114,FRONT OF,RESIDENCE - APT. HOUSE,NA,NA,1005324,218541,40.76650408,-73.92392316,"(40.766504079, -73.923923163)"
675526631,4/1/2017,17:30:00,4/3/2017,11:30:00,4/3/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,79,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,NA,995382,190809,40.69040461,-73.95986019,"(40.690404614, -73.959860189)"
220119476,4/1/2017,15:30:00,4/1/2017,16:00:00,4/3/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,TELECOMM. STORE,NA,NA,986454,213102,40.75160026,-73.99204667,"(40.751600255, -73.992046671)"
870148462,4/1/2017,14:12:00,NA,NA,4/3/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,COMMERCIAL BUILDING,NA,NA,1006248,244723,40.83836422,-73.9205017,"(40.838364222, -73.920501699)"
394075192,4/1/2017,13:30:00,4/1/2017,13:35:00,4/3/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,78,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,987940,181455,40.66473622,-73.98670067,"(40.664736224, -73.986700668)"
754266744,4/1/2017,10:00:00,4/1/2017,11:30:00,4/3/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,FRONT OF,STREET,NA,NA,1012975,253209,40.86163645,-73.8961543,"(40.86163645, -73.896154296)"
972755846,4/1/2017,0:01:00,4/3/2017,21:00:00,4/3/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,997677,222021,40.77607069,-73.95152229,"(40.776070692, -73.95152229)"
897458372,4/1/2017,23:44:00,4/1/2017,23:50:00,4/2/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,INSIDE,DRUG STORE,NA,NA,976676,165942,40.6221539,-74.02728486,"(40.622153897, -74.027284856)"
877398237,4/1/2017,23:30:00,4/2/2017,9:00:00,4/2/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,60,FRONT OF,PARKING LOT/GARAGE (PUBLIC),NA,NA,990980,151071,40.5813367,-73.97577314,"(40.581336701, -73.975773136)"
995518994,4/1/2017,23:30:00,4/2/2017,12:30:00,4/2/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,FRONT OF,STREET,NA,NA,1001202,194636,40.70089961,-73.93886403,"(40.700899606, -73.93886403)"
881891070,4/1/2017,23:00:00,4/2/2017,10:00:00,4/2/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,PARKING LOT/GARAGE (PRIVATE),NA,NA,1015282,214133,40.75437591,-73.88799462,"(40.754375912, -73.887994622)"
312423453,4/1/2017,23:00:00,4/2/2017,5:30:00,4/2/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,STREET,NA,NA,982940,161752,40.61065636,-74.00471957,"(40.610656355, -74.004719571)"
424364067,4/1/2017,22:30:00,4/2/2017,10:00:00,4/2/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114,INSIDE,STREET,NA,NA,1002768,220102,40.77079434,-73.93314616,"(40.770794342, -73.933146158)"
360161602,4/1/2017,22:15:00,4/2/2017,9:00:00,4/2/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,RESIDENCE-HOUSE,NA,NA,1063306,209052,40.74013096,-73.71471749,"(40.74013096, -73.714717489)"
822614362,4/1/2017,22:00:00,4/2/2017,3:00:00,4/2/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,7,INSIDE,BAR/NIGHT CLUB,NA,NA,987226,200973,40.71830891,-73.9892657,"(40.718308907, -73.989265695)"
257171083,4/1/2017,22:00:00,NA,NA,4/2/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,69,FRONT OF,STREET,NA,NA,1014842,170727,40.63523813,-73.88977988,"(40.635238132, -73.889779881)"
954417515,4/1/2017,22:00:00,4/1/2017,22:30:00,4/2/2017,341,PETIT LARCENY,303,"LARCENY,PETIT BY CHECK USE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,88,INSIDE,CHECK CASHING BUSINESS,NA,NA,993868,188170,40.68316294,-73.96532334,"(40.683162937, -73.965323339)"
132887881,4/1/2017,19:30:00,NA,NA,4/2/2017,341,PETIT LARCENY,301,"LARCENY,PETIT BY ACQUIRING LOS",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,71,INSIDE,GROCERY/BODEGA,NA,NA,1003322,182443,40.66742829,-73.93125276,"(40.667428293, -73.931252759)"
270904709,4/1/2017,22:00:00,4/2/2017,2:30:00,4/2/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,NA,OTHER,NA,NA,1005783,255942,40.86915818,-73.92214615,"(40.869158176, -73.922146153)"
280045071,4/1/2017,22:00:00,4/2/2017,11:00:00,4/2/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,983256,213085,40.75155381,-74.00358904,"(40.751553812, -74.003589037)"
858768867,4/1/2017,21:40:00,NA,NA,4/2/2017,341,PETIT LARCENY,301,"LARCENY,PETIT BY ACQUIRING LOS",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,NA,STREET,NA,NA,993347,232040,40.80357568,-73.9671425,"(40.803575675, -73.967142501)"
355986260,4/1/2017,21:30:00,4/1/2017,22:30:00,4/2/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,101,FRONT OF,STREET,NA,NA,1054919,158804,40.60228303,-73.74550969,"(40.602283033, -73.745509688)"
627526617,4/1/2017,21:30:00,4/1/2017,22:30:00,4/2/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,101,FRONT OF,STREET,NA,NA,1054919,158804,40.60228303,-73.74550969,"(40.602283033, -73.745509688)"
663953855,4/1/2017,21:00:00,4/1/2017,21:26:00,4/2/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,103,INSIDE,DEPARTMENT STORE,NA,NA,1037435,195237,40.70240562,-73.80818518,"(40.702405622, -73.808185184)"
672743749,4/1/2017,21:00:00,4/2/2017,8:30:00,4/2/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,FRONT OF,STREET,NA,NA,999371,194423,40.70031829,-73.94546801,"(40.700318289, -73.945468011)"
622177087,4/1/2017,20:34:00,4/1/2017,20:34:00,4/2/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,FRONT OF,RESIDENCE-HOUSE,NA,NA,995862,163622,40.61578161,-73.95817615,"(40.615781609, -73.958176146)"
884905220,4/1/2017,20:00:00,4/2/2017,8:50:00,4/2/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,NA,STREET,NA,NA,1012450,243020,40.83367236,-73.89809514,"(40.833672355, -73.898095135)"
