CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
532494085,4/7/2017,12:30:00,4/7/2017,12:40:00,4/14/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,10,FRONT OF,RESIDENCE - PUBLIC HOUSING,NA,NA,983907,212138,40.74895459,-74.00123937,"(40.748954585, -74.001239371)"
920713504,4/7/2017,16:30:00,4/11/2017,15:00:00,4/13/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,9,FRONT OF,STREET,NA,NA,988508,203966,40.72652345,-73.98463906,"(40.726523446, -73.98463906)"
246352912,4/7/2017,16:30:00,4/11/2017,14:00:00,4/13/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,NA,NA,NA,984498,205368,40.73037262,-73.99910664,"(40.730372616, -73.999106639)"
853748428,4/7/2017,10:00:00,4/13/2017,17:45:00,4/13/2017,341,PETIT LARCENY,303,"LARCENY,PETIT BY CHECK USE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,100,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1036137,153796,40.58866698,-73.81318526,"(40.588666978, -73.81318526)"
890349737,4/7/2017,20:20:00,4/7/2017,20:30:00,4/12/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,112,INSIDE,COMMERCIAL BUILDING,NA,NA,1027121,201763,40.7203739,-73.84534187,"(40.720373895, -73.845341868)"
129678064,4/7/2017,17:00:00,4/7/2017,17:00:00,4/12/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,FRONT OF,OTHER,NA,NA,1007690,181770,40.66557057,-73.91550981,"(40.665570572, -73.915509813)"
900512928,4/7/2017,12:52:00,4/12/2017,14:00:00,4/12/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,NA,1006115,238062,40.82008202,-73.92100406,"(40.820082016, -73.921004063)"
762241426,4/7/2017,10:00:00,4/7/2017,10:15:00,4/12/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,FRONT OF,RESIDENCE - APT. HOUSE,NA,NA,1008820,196994,40.70735389,-73.91138111,"(40.707353888, -73.911381112)"
130215365,4/7/2017,9:00:00,4/12/2017,10:00:00,4/12/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,FRONT OF,PUBLIC BUILDING,NA,NA,1007705,190345,40.68910696,-73.9154259,"(40.689106963, -73.915425902)"
677562844,4/7/2017,7:00:00,4/10/2017,10:00:00,4/12/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30,FRONT OF,STREET,NA,NA,1000674,241559,40.82969208,-73.94065362,"(40.829692079, -73.940653616)"
936293043,4/7/2017,18:40:00,4/7/2017,19:00:00,4/11/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,COMMERCIAL BUILDING,NA,NA,937325,151467,40.58230199,-74.1689361,"(40.582301992, -74.168936095)"
322794150,4/7/2017,17:00:00,4/10/2017,10:00:00,4/11/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,76,FRONT OF,STREET,NA,NA,981673,184677,40.67358029,-74.00929159,"(40.673580289, -74.009291592)"
503202513,4/7/2017,16:00:00,4/11/2017,5:30:00,4/11/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,NA,STREET,NA,NA,963334,161220,40.60917153,-74.07533139,"(40.609171533, -74.075331385)"
851342961,4/7/2017,15:10:00,4/11/2017,10:45:00,4/11/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,OPPOSITE OF,STREET,NA,NA,1011864,185092,40.67467668,-73.90045065,"(40.674676681, -73.900450652)"
725353692,4/7/2017,23:00:00,4/8/2017,3:30:00,4/10/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,BAR/NIGHT CLUB,NA,NA,1006342,196133,40.70499718,-73.92032171,"(40.70499718, -73.920321709)"
547973997,4/7/2017,22:00:00,4/8/2017,17:00:00,4/10/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,STORE UNCLASSIFIED,NA,NA,997285,222086,40.77624969,-73.95293751,"(40.776249687, -73.952937509)"
679625904,4/7/2017,21:30:00,4/9/2017,16:00:00,4/10/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,COMMERCIAL BUILDING,NA,NA,989487,214741,40.75609762,-73.98109855,"(40.756097618, -73.98109855)"
637510206,4/7/2017,20:00:00,4/10/2017,7:35:00,4/10/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,26,NA,STREET,NA,NA,995236,232195,40.80399896,-73.96031906,"(40.803998961, -73.960319058)"
311416775,4/7/2017,18:50:00,4/10/2017,18:50:00,4/10/2017,341,PETIT LARCENY,301,"LARCENY,PETIT BY ACQUIRING LOS",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,NA,STREET,NA,NA,986944,214915,40.75657634,-73.99027741,"(40.756576344, -73.990277414)"
790774734,4/7/2017,18:00:00,4/10/2017,17:30:00,4/10/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,60,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,993287,150933,40.58095587,-73.96746802,"(40.580955867, -73.967468017)"
356528165,4/7/2017,17:45:00,4/7/2017,19:00:00,4/10/2017,341,PETIT LARCENY,307,"LARCENY,PETIT BY DISHONEST EMP",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,COMMERCIAL BUILDING,NA,NA,985913,204765,40.72871738,-73.99400133,"(40.728717375, -73.994001332)"
489780896,4/7/2017,15:00:00,NA,NA,4/10/2017,341,PETIT LARCENY,313,"LARCENY,PETIT BY FALSE PROMISE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1003766,183260,40.66966981,-73.92964991,"(40.669669808, -73.929649911)"
684959812,4/7/2017,14:00:00,4/7/2017,14:10:00,4/10/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,FAST FOOD,NA,NA,993812,231023,40.8007838,-73.96546434,"(40.800783797, -73.965464339)"
117057863,4/7/2017,12:00:00,4/8/2017,12:00:00,4/10/2017,341,PETIT LARCENY,303,"LARCENY,PETIT BY CHECK USE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1017158,246883,40.84425887,-73.8810629,"(40.844258872, -73.881062904)"
338616852,4/7/2017,11:00:00,NA,NA,4/10/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,FRONT OF,STREET,NA,NA,986961,210445,40.74430732,-73.99021785,"(40.744307316, -73.990217852)"
612418793,4/7/2017,1:00:00,4/10/2017,0:31:00,4/10/2017,341,PETIT LARCENY,357,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61,FRONT OF,STREET,NA,NA,999384,153009,40.58664576,-73.94551402,"(40.586645764, -73.945514024)"
980957481,4/7/2017,0:01:00,4/7/2017,0:02:00,4/10/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,10,NA,STREET,NA,NA,983504,210562,40.74462884,-74.00269367,"(40.744628835, -74.002693665)"
392486832,4/7/2017,0:00:00,4/7/2017,0:05:00,4/10/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,GROCERY/BODEGA,NA,NA,1011654,242180,40.8313693,-73.90097507,"(40.831369303, -73.900975068)"
226731332,4/7/2017,21:45:00,4/7/2017,22:15:00,4/9/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,PUBLIC BUILDING,NA,NA,930675,159791,40.60511195,-74.19294269,"(40.605111952, -74.19294269)"
821677725,4/7/2017,18:00:00,4/9/2017,9:00:00,4/9/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,NA,NA,1016999,240600,40.82701446,-73.88166825,"(40.827014458, -73.881668248)"
346223973,4/7/2017,17:00:00,4/7/2017,18:35:00,4/9/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,FRONT OF,STREET,NA,NA,994340,228738,40.79451151,-73.96356068,"(40.794511506, -73.963560681)"
392115471,4/7/2017,16:00:00,4/9/2017,14:45:00,4/9/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,FRONT OF,STREET,NA,NA,1020808,262493,40.88708919,-73.86778567,"(40.887089188, -73.867785667)"
489039156,4/7/2017,15:00:00,NA,NA,4/9/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,84,INSIDE,COMMERCIAL BUILDING,NA,NA,986894,190458,40.6894478,-73.99046749,"(40.689447804, -73.990467493)"
655261877,4/7/2017,14:30:00,4/9/2017,19:20:00,4/9/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,102,FRONT OF,RESIDENCE-HOUSE,NA,NA,1030969,199053,40.71291612,-73.83147883,"(40.712916122, -73.831478828)"
387376621,4/7/2017,14:00:00,4/9/2017,14:20:00,4/9/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,13,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,NA,989865,209425,40.7415063,-73.9797386,"(40.741506303, -73.979738601)"
903512521,4/7/2017,14:00:00,4/9/2017,10:30:00,4/9/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,OPPOSITE OF,STREET,NA,NA,1013895,261658,40.88482331,-73.89279092,"(40.884823306, -73.892790915)"
529256948,4/7/2017,8:30:00,4/8/2017,23:00:00,4/9/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1010055,235919,40.81418945,-73.90677725,"(40.814189454, -73.906777246)"
887817326,4/7/2017,8:00:00,4/9/2017,19:00:00,4/9/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,OTHER,NA,NA,1009572,183144,40.66933671,-73.90872082,"(40.669336712, -73.908720816)"
482911096,4/7/2017,23:00:00,4/8/2017,9:30:00,4/8/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,NA,STREET,NA,NA,1012816,178899,40.65767526,-73.89704485,"(40.65767526, -73.897044854)"
481335722,4/7/2017,23:00:00,4/8/2017,21:20:00,4/8/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,INSIDE,RESIDENCE-HOUSE,NA,NA,1034044,212687,40.75032127,-73.82028597,"(40.750321266, -73.820285965)"
736991187,4/7/2017,22:30:00,4/8/2017,0:50:00,4/8/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,FRONT OF,STREET,NA,NA,1012733,179320,40.65883108,-73.89734222,"(40.65883108, -73.897342221)"
967213572,4/7/2017,22:30:00,4/7/2017,22:50:00,4/8/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,73,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,VAN DYKE I,1010854,182099,40.66646466,-73.9041036,"(40.666464662, -73.904103595)"
575497642,4/7/2017,22:00:00,4/8/2017,10:30:00,4/8/2017,341,PETIT LARCENY,357,"LARCENY,PETIT OF VEHICLE ACCES",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,111,FRONT OF,OTHER,NA,NA,1051678,204942,40.72894636,-73.75671961,"(40.728946361, -73.756719611)"
824151412,4/7/2017,22:00:00,4/8/2017,16:00:00,4/8/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,60,NA,STREET,NA,NA,986616,153421,40.58778922,-73.99148291,"(40.587789223, -73.99148291)"
544623593,4/7/2017,22:00:00,NA,NA,4/8/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,OPPOSITE OF,STREET,NA,NA,1009359,245585,40.84072186,-73.90925547,"(40.840721863, -73.909255469)"
650835126,4/7/2017,21:00:00,NA,NA,4/8/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESIDENCE-HOUSE,NA,NA,987813,219268,40.7685239,-73.98713844,"(40.768523904, -73.987138437)"
964020808,4/7/2017,21:00:00,4/8/2017,10:30:00,4/8/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,79,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,NA,SUMNER,1001142,193051,40.69654927,-73.93908439,"(40.696549266, -73.939084394)"
716549188,4/7/2017,21:00:00,4/8/2017,6:38:00,4/8/2017,341,PETIT LARCENY,357,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,STREET,NA,NA,1019034,212640,40.75026405,-73.8744599,"(40.750264045, -73.874459902)"
844733252,4/7/2017,20:00:00,4/8/2017,14:00:00,4/8/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,24,FRONT OF,STREET,NA,NA,994400,231157,40.80115094,-73.96334033,"(40.801150935, -73.963340332)"
770551481,4/7/2017,20:00:00,4/8/2017,11:00:00,4/8/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,NA,STREET,NA,NA,1019022,202348,40.72201512,-73.87455641,"(40.722015117, -73.874556406)"
905362848,4/7/2017,20:00:00,4/8/2017,11:00:00,4/8/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,FRONT OF,STREET,NA,NA,1020119,202547,40.72255694,-73.87059776,"(40.722556944, -73.870597763)"
191341335,4/7/2017,19:28:00,4/7/2017,19:30:00,4/8/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,PARKING LOT/GARAGE (PRIVATE),NA,NA,998888,159100,40.60336517,-73.94728659,"(40.603365166, -73.947286592)"
634445175,4/7/2017,19:00:00,4/7/2017,21:00:00,4/8/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE-HOUSE,NA,NA,1029623,248191,40.84779369,-73.83600221,"(40.847793692, -73.836002211)"
649610624,4/7/2017,18:00:00,NA,NA,4/8/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1053936,156259,40.59530533,-73.74907588,"(40.595305334, -73.749075881)"
165885502,4/7/2017,18:00:00,4/8/2017,13:00:00,4/8/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,OPPOSITE OF,STREET,NA,NA,1013483,186484,40.67849221,-73.89460799,"(40.678492208, -73.894607988)"
646181131,4/7/2017,18:00:00,4/8/2017,5:20:00,4/8/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,NA,STREET,NA,NA,1005028,234516,40.81035186,-73.92494233,"(40.810351863, -73.924942326)"
243385693,4/7/2017,18:00:00,4/8/2017,7:00:00,4/8/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,998567,186140,40.6775847,-73.94838521,"(40.677584695, -73.948385213)"
735959086,4/7/2017,17:00:00,4/8/2017,11:00:00,4/8/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,FRONT OF,STREET,NA,NA,1020457,201994,40.72103772,-73.86938135,"(40.721037717, -73.869381346)"
816898294,4/7/2017,15:00:00,4/8/2017,15:00:00,4/8/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,977064,171027,40.63611148,-74.0258926,"(40.636111476, -74.0258926)"
144284660,4/7/2017,13:30:00,NA,NA,4/8/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,986277,164608,40.61849535,-73.99270009,"(40.618495352, -73.992700088)"
600189076,4/7/2017,11:30:00,4/7/2017,11:45:00,4/8/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,88,INSIDE,OTHER,NA,NA,993868,188170,40.68316294,-73.96532334,"(40.683162937, -73.965323339)"
174898776,4/7/2017,10:00:00,4/7/2017,10:03:00,4/8/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,FRONT OF,DEPARTMENT STORE,NA,NA,986422,205555,40.73088562,-73.9921646,"(40.730885622, -73.992164602)"
900590549,4/7/2017,9:00:00,4/7/2017,17:00:00,4/8/2017,341,PETIT LARCENY,305,"LARCENY,PETIT BY CREDIT CARD U",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,111,INSIDE,RESIDENCE-HOUSE,NA,NA,1055018,212348,40.74924782,-73.74459097,"(40.74924782, -73.744590968)"
410707020,4/7/2017,8:30:00,4/7/2017,14:00:00,4/8/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,76,INSIDE,PUBLIC BUILDING,NA,NA,984796,189580,40.68703827,-73.99803271,"(40.687038273, -73.998032705)"
409340700,4/7/2017,8:00:00,4/7/2017,8:30:00,4/8/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,INSIDE,PUBLIC SCHOOL,NA,NA,1009588,198409,40.71123556,-73.90860573,"(40.71123556, -73.908605728)"
281344476,4/7/2017,7:00:00,4/7/2017,11:00:00,4/8/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,OPPOSITE OF,STREET,NA,NA,1028409,223829,40.78093307,-73.84055045,"(40.780933065, -73.840550446)"
657514659,4/7/2017,22:30:00,4/7/2017,22:35:00,4/7/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,CANDY STORE,NA,NA,1000481,243059,40.83380951,-73.94134739,"(40.833809505, -73.941347389)"
844949968,4/7/2017,22:15:00,4/7/2017,22:30:00,4/7/2017,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,FRONT OF,STREET,NA,NA,1004873,254859,40.86618784,-73.9254397,"(40.866187844, -73.925439704)"
688895278,4/7/2017,22:00:00,4/7/2017,22:05:00,4/7/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,RESTAURANT/DINER,NA,NA,994194,186950,40.67981395,-73.96414973,"(40.679813953, -73.964149733)"
411504003,4/7/2017,21:00:00,4/7/2017,21:41:00,4/7/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,1001580,249696,40.85202404,-73.93735878,"(40.852024039, -73.937358777)"
439902277,4/7/2017,21:00:00,4/7/2017,21:30:00,4/7/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,NA,SAINT MARY'S PARK,1009349,236356,40.81539093,-73.90932613,"(40.815390931, -73.909326134)"
925721807,4/7/2017,20:50:00,4/7/2017,21:05:00,4/7/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,CLOTHING/BOUTIQUE,NA,NA,998151,234236,40.80959684,-73.9497856,"(40.809596838, -73.949785598)"
613622727,4/7/2017,20:20:00,NA,NA,4/7/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,DEPARTMENT STORE,NA,NA,986454,213102,40.75160026,-73.99204667,"(40.751600255, -73.992046671)"
839155473,4/7/2017,20:20:00,NA,NA,4/7/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,GROCERY/BODEGA,NA,NA,1007249,248726,40.84934873,-73.91687041,"(40.849348731, -73.916870405)"
137302845,4/7/2017,20:15:00,NA,NA,4/7/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE-HOUSE,NA,NA,1009725,244279,40.83713623,-73.90793768,"(40.837136225, -73.907937677)"
232076764,4/7/2017,20:10:00,4/7/2017,20:20:00,4/7/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,90,INSIDE,GROCERY/BODEGA,NA,NA,1000644,198797,40.71232162,-73.94086633,"(40.712321621, -73.940866327)"
898751654,4/7/2017,19:45:00,4/7/2017,20:00:00,4/7/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,CHAIN STORE,NA,NA,996349,222907,40.77850445,-73.95631554,"(40.778504447, -73.956315535)"
363935638,4/7/2017,19:30:00,4/7/2017,20:16:00,4/7/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,78,INSIDE,CHAIN STORE,NA,NA,991221,188242,40.68336304,-73.97486713,"(40.68336304, -73.974867134)"
957755815,4/7/2017,19:15:00,4/7/2017,19:30:00,4/7/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,DRUG STORE,NA,NA,982809,199952,40.71550689,-74.00519956,"(40.715506889, -74.005199555)"
525070198,4/7/2017,19:15:00,4/7/2017,19:30:00,4/7/2017,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,78,INSIDE,CHAIN STORE,NA,NA,991221,188242,40.68336304,-73.97486713,"(40.68336304, -73.974867134)"
