MeterType,MeterNo,the_geom,POINT_X,POINT_Y,Status
Strada,4522508,POINT (-73.84754478941615 40.709875987979686),1026516.62346,197940.238028,Active
Strada,4522507,POINT (-73.8488008968349 40.710070629870785),1026168.25867,198010.548254,Active
Strada,4522506,POINT (-73.84904582319429 40.710001740642355),1026100.3989,197985.332754,Active
Strada,4522505,POINT (-73.84916360108579 40.709980124244495),1026067.75986,197977.401011,Active
Strada,4522504,POINT (-73.84945799115 40.71018488626713),1025986.01527,198051.861492,Active
Strada,4522503,POINT (-73.85025951820288 40.71031129918473),1025763.72273,198097.536598,Retired
Strada,4522502,POINT (-73.8515062880234 40.71050914122026),1025417.94915,198169.027924,Retired
Strada,4361748,POINT (-73.88463841540538 40.70157924292706),1016236.7887,194901.766742,Active
Strada,4361747,POINT (-73.88572633199622 40.70148804723795),1015935.18104,194868.146075,Active
Strada,4361746,POINT (-73.88638517682367 40.70143027240476),1015752.52753,194846.859372,Active
Strada,4361745,POINT (-73.88763774848938 40.70132571967889),1015405.27003,194808.319751,Active
Strada,4361763,POINT (-73.88885955618039 40.70132085089751),1015066.49544,194806.113718,Active
Strada,4361744,POINT (-73.88814754004656 40.70128321043409),1015263.9373,194792.651475,Active
Strada,4361743,POINT (-73.88927889900894 40.701187754050395),1014950.2834,194757.475364,Active
Strada,4361742,POINT (-73.88985903249844 40.70113775407252),1014789.44941,194739.05611,Active
Strada,4152137,POINT (-73.95421333517662 40.74344146648352),996937.491017,210135.718558,Active
Strada,4152138,POINT (-73.95408227518494 40.743500972934264),996973.796391,210157.417661,Active
Strada,4152145,POINT (-73.95370934415917 40.74481874693115),997076.881815,210637.579103,Active
Strada,4152136,POINT (-73.95410766890657 40.74295164679478),996966.864646,209957.276986,Active
Strada,4152134,POINT (-73.9535987600881 40.74447481690307),997107.590415,210512.290639,Active
Strada,4151985,POINT (-73.93262293871527 40.74278172095477),1002920.37669,209899.216734,Active
Strada,4151981,POINT (-73.93250691167303 40.74264816003526),1002952.5656,209850.581005,Active
Strada,4122378,POINT (-73.88153228617253 40.74983426153818),1017074.26111,212483.69877,Active
Strada,4122380,POINT (-73.88143157462962 40.749840266049326),1017102.16263,212485.924159,Active
Strada,4122377,POINT (-73.88123461242614 40.74817232250872),1017157.5595,211878.31317,Active
Strada,4122379,POINT (-73.8811316940231 40.74817095112935),1017186.07683,211877.852213,Active
Strada,4122383,POINT (-73.88216482014307 40.748062089602264),1016899.87137,211837.803736,Active
Strada,4122384,POINT (-73.88245856857779 40.7497026829151),1016817.67731,212435.414746,Active
Strada,4122382,POINT (-73.88206033275091 40.74807757854104),1016928.81521,211843.485812,Active
Strada,4122381,POINT (-73.8823627921287 40.749765979917704),1016844.18349,212458.511484,Active
Strada,4122387,POINT (-73.88328975387273 40.7496520317315),1016587.40218,212416.652972,Active
Strada,4122340,POINT (-73.88243212988186 40.74785226456311),1016825.90761,211761.258286,Active
Strada,4122339,POINT (-73.88163357694582 40.74793616279354),1017047.13059,211792.123053,Active
Strada,4122338,POINT (-73.88066608347124 40.74803726757099),1017315.15466,211829.322454,Active
Strada,4122308,POINT (-73.88300323259622 40.747455373070636),1016667.85871,211616.446239,Active
Strada,4122306,POINT (-73.88325199063577 40.74677097981165),1016599.26436,211367.00809,Active
Strada,4122305,POINT (-73.88352464474812 40.746509055177526),1016523.84259,211271.480066,Active
Strada,4122303,POINT (-73.88374534485632 40.74698998599331),1016462.45689,211446.617183,Active
Strada,4122304,POINT (-73.88379586358619 40.746550138316856),1016448.67148,211286.348146,Active
Strada,4122299,POINT (-73.88476227706218 40.747318940204245),1016180.52241,211566.093322,Active
Strada,4413100,POINT (-73.88453284208714 40.746025051718604),1016244.71651,211094.772414,Active
Strada,4122300,POINT (-73.88486883799693 40.74731663611204),1016150.99721,211565.215043,Active
Strada,4122302,POINT (-73.88430718809407 40.747530834363715),1016306.51822,211643.459309,Active
Strada,4122301,POINT (-73.885062920364 40.74745261921259),1016097.15513,211614.687385,Active
Strada,4122419,POINT (-73.89166868101529 40.748345021377304),1014266.40747,211937.485296,Active
Strada,4122418,POINT (-73.89153380802374 40.74764006588207),1014304.09605,211680.693814,Active
Strada,4122417,POINT (-73.89177598785221 40.74835673428832),1014236.66967,211941.71593,Active
Strada,4122416,POINT (-73.89165908656736 40.74776393055461),1014269.32774,211725.778698,Active
Strada,4451773,POINT (-73.84960701595206 40.73213265964067),1025930.97142,206048.027586,Active
Strada,4451772,POINT (-73.84975470645384 40.73217422994703),1025890.01349,206063.102687,Active
Strada,4451774,POINT (-73.84918609686957 40.73157630650976),1026047.97676,205845.5316,Active
Strada,4451771,POINT (-73.8500134108527 40.732775823890876),1025817.93916,206282.159008,Active
Strada,4451770,POINT (-73.84996959475815 40.732877862073586),1025830.01886,206319.355456,Active
Strada,4451769,POINT (-73.85027211226577 40.73346564550127),1025745.81201,206533.359621,Active
Strada,4451768,POINT (-73.85022273543339 40.733567292022784),1025759.43305,206570.415977,Active
Strada,4451767,POINT (-73.85016729473742 40.73384434354951),1025774.62527,206671.38067,Active
Strada,4061159,POINT (-73.82235998764781 40.757332785870666),1033463.77656,215243.358933,Active
Strada,4061158,POINT (-73.82275831819484 40.75765931446418),1033353.18164,215362.100165,Active
Strada,4061155,POINT (-73.82252233384669 40.754005907385185),1033421.25565,214031.180255,Active
Strada,4061156,POINT (-73.82243082204742 40.75417414680924),1033446.48526,214092.526589,Active
Strada,4061154,POINT (-73.82234875930858 40.75362405254732),1033469.6276,213892.155927,Active
Strada,4061153,POINT (-73.82183636296384 40.75322842200136),1033611.88388,213748.303524,Active
Strada,4061152,POINT (-73.82136331874223 40.75284602550331),1033743.22909,213609.251309,Active
Strada,4061148,POINT (-73.8224530353228 40.75349290493788),1033440.83402,213844.316128,Active
Strada,4061151,POINT (-73.81875527448322 40.75038103678822),1034467.67317,212712.662551,Active
Strada,4061149,POINT (-73.8185839339487 40.750021593186176),1034515.41783,212581.804217,Active
Strada,4152021,POINT (-73.94613149743613 40.7421672104747),999177.254582,209672.740481,Active
Strada,4152020,POINT (-73.94551624763679 40.74241280003152),999347.687969,209762.321995,Active
Strada,4152019,POINT (-73.9448840857696 40.74266456378639),999522.805072,209854.157113,Active
Strada,4152018,POINT (-73.94376484578179 40.743108125799985),999832.846447,210015.957971,Active
Strada,4152017,POINT (-73.94321215865081 40.7433295621452),999985.944566,210096.733072,Active
Strada,4152016,POINT (-73.94256382001832 40.74358984377021),1000165.53738,210191.679076,Active
Strada,4152015,POINT (-73.94191614266269 40.74384768890219),1000344.94614,210285.738599,Active
Strada,4152014,POINT (-73.94126923506558 40.74410235018715),1000524.141,210378.639332,Active
Strada,4152013,POINT (-73.940617181819 40.74436071796895),1000704.7594,210472.892752,Active
Strada,4152012,POINT (-73.93992467147308 40.744585338775636),1000896.5953,210554.860108,Active
Strada,4152011,POINT (-73.93925473198445 40.744802215757204),1001082.17761,210634.003322,Active
Strada,4152010,POINT (-73.93858167255955 40.745019551835384),1001268.6231,210713.315828,Active
Strada,4181690,POINT (-73.90638914163453 40.77300873354712),1010178.06591,220918.57757,Active
Strada,4181689,POINT (-73.90714759256076 40.77354799504222),1009967.78418,221114.82488,Active
Strada,4181686,POINT (-73.9077229751681 40.773956634710906),1009808.26088,221263.53751,Active
Strada,4181683,POINT (-73.90862095790864 40.77459278325364),1009559.30206,221495.046889,Active
Strada,4181684,POINT (-73.90907689334692 40.77464644290584),1009433.00113,221514.465485,Active
Strada,4181685,POINT (-73.90913415148106 40.774743053530834),1009417.10582,221549.647502,Active
Strada,4181679,POINT (-73.90925989603383 40.7750375207976),1009382.16724,221656.895647,Active
Strada,4072279,POINT (-73.91331469172694 40.76523483297646),1008262.65045,218084.314537,Active
Strada,4072266,POINT (-73.9144388171249 40.76369558727058),1007951.80495,217523.210673,Active
Strada,4072264,POINT (-73.91410155455202 40.76370406039254),1008045.22897,217526.389144,Active
Strada,4072265,POINT (-73.91400896222748 40.76366638354528),1008070.89198,217512.6874,Active
Strada,4072263,POINT (-73.91379453701623 40.76339196110684),1008130.38956,217412.764699,Active
Strada,4072262,POINT (-73.91279048800602 40.7629210654503),1008408.69905,217241.477312,Active
Strada,4072261,POINT (-73.91133386375944 40.76223585182865),1008812.46431,216992.236669,Active
Strada,4072260,POINT (-73.9114206634428 40.76214987266162),1008788.45058,216960.887322,Active
Strada,4072259,POINT (-73.91303757450139 40.76290758616548),1008340.25627,217236.49832,Active
Strada,4072258,POINT (-73.91378462127747 40.76325870060967),1008133.18418,217364.21624,Active
Strada,4072257,POINT (-73.91422610750615 40.76340081010413),1008010.83403,217415.87132,Active
Strada,4072256,POINT (-73.91483637809506 40.76354097523547),1007841.72905,217466.773121,Active
Strada,4072255,POINT (-73.9150159141902 40.76336935636484),1007792.05527,217404.198443,Active
Strada,4072222,POINT (-73.91208135905816 40.755475973271906),1008607.86367,214529.184508,Retired
Strada,4072221,POINT (-73.91242653793346 40.75581439859981),1008512.10862,214652.388002,Active
Strada,4072220,POINT (-73.91304049380021 40.756104336646295),1008341.90817,214757.852358,Active
Strada,4072219,POINT (-73.91433718891307 40.75648757642928),1007982.52569,214897.125046,Active
Strada,4072218,POINT (-73.91452636276037 40.75680280923742),1007930.00381,215011.923372,Active
Strada,4072217,POINT (-73.91523443565852 40.75713667345358),1007733.71844,215133.370308,Active
Strada,4072216,POINT (-73.91591304636033 40.75726471478742),1007545.66928,215179.838719,Active
Strada,4072215,POINT (-73.91631328307251 40.757644753873684),1007434.65441,215318.193101,Active
Strada,4072227,POINT (-73.91634400366966 40.757794525727824),1007426.09143,215372.751719,Active
Strada,4072226,POINT (-73.91469131584623 40.75701839005832),1007884.22798,215090.421903,Active
Strada,4072225,POINT (-73.91386084790635 40.756629554230486),1008114.44307,214948.981569,Active
Strada,4072224,POINT (-73.91316994900119 40.756570915101705),1008305.87445,214927.806415,Active
Strada,4072223,POINT (-73.91303354224766 40.75624055808582),1008343.78481,214807.484149,Active
Strada,1068277,POINT (-73.92568119732222 40.86324446084307),1004806.71675,253789.574163,Active
Strada,1068276,POINT (-73.92544311008395 40.86287575922541),1004872.68643,253655.297857,Active
Strada,1068275,POINT (-73.92501596985576 40.86278321462285),1004990.86369,253621.681126,Active
Strada,1068274,POINT (-73.92498306322926 40.8626699025869),1005000.00114,253580.404962,Active
Strada,1068273,POINT (-73.92506643706204 40.86228910981278),1004977.05827,253441.647694,Active
Strada,1068272,POINT (-73.92488374353768 40.86199316021429),1005027.68481,253333.865101,Active
Strada,1068266,POINT (-73.92512889479659 40.862015330234584),1004959.86736,253341.884442,Active
Strada,1068265,POINT (-73.92552598025516 40.86263120724693),1004849.84002,253566.178613,Active
Strada,1068264,POINT (-73.92584320731198 40.863124255126415),1004761.94158,253745.74059,Active
Strada,1068261,POINT (-73.92740351044198 40.86315057907133),1004330.35025,253754.969902,Active
Strada,1068281,POINT (-73.92559009078701 40.86381949997299),1004831.73901,253999.104584,Active
Strada,1068280,POINT (-73.92514322583834 40.86398637875602),1004955.28961,254060.010302,Active
Strada,1068279,POINT (-73.9252178095263 40.86377583857297),1004934.72535,253983.284734,Active
Strada,1068278,POINT (-73.92559362512442 40.86363639755119),1004830.81808,253932.392447,Active
Strada,1068263,POINT (-73.92641631574779 40.863332919763955),1004603.35462,253821.631514,Active
Strada,1068262,POINT (-73.9281207448444 40.86269887410656),1004132.09671,253590.232699,Active
Strada,1228480,POINT (-73.94944357461574 40.82809859435345),998241.390969,240979.926226,Active
Strada,1228479,POINT (-73.9489887552764 40.828719552015905),998367.129562,241206.236797,Active
Strada,1228478,POINT (-73.94860034271814 40.82924965768241),998474.507628,241399.436542,Active
Strada,1228477,POINT (-73.9480741369747 40.82997947753783),998619.973873,241665.422559,Active
Strada,1228476,POINT (-73.94767733676744 40.830515042216994),998729.667879,241860.613769,Active
Strada,1228447,POINT (-73.94721361442423 40.830576761527375),998857.983895,241883.177373,Active
Strada,1228446,POINT (-73.94777825370875 40.82980762675469),998701.893985,241602.859692,Active
Strada,1228445,POINT (-73.94813694965652 40.82931808414596),998602.73375,241424.442398,Active
Strada,1228444,POINT (-73.94865271801099 40.828605451531736),998460.150702,241164.720148,Active
Strada,1228443,POINT (-73.94906126811654 40.82804259901737),998347.205389,240959.586372,Active
Strada,1389709,POINT (-73.96145027910627 40.81038092621917),994921.400233,234523.050689,Active
Strada,1389710,POINT (-73.96043701881489 40.80995161012723),995201.96332,234366.760647,Active
Strada,1389711,POINT (-73.95980088444848 40.80968382875235),995378.105028,234269.278558,Active
Strada,1389708,POINT (-73.95911513145336 40.80964535516517),995567.944872,234255.349124,Active
Strada,1389707,POINT (-73.9585788766388 40.81037715411137),995716.26741,234522.039208,Active
Strada,1389706,POINT (-73.95819275226225 40.81090940970901),995823.062472,234716.00962,Active
Strada,1389705,POINT (-73.95762681513331 40.81167834964859),995979.58939,234996.237078,Active
Strada,1389704,POINT (-73.9572020601857 40.81226777191029),996097.063564,235211.041767,Active
Strada,1348082,POINT (-73.95127537063226 40.7913360217158),997741.895248,227585.729261,Active
Strada,1348077,POINT (-73.95275225822051 40.78900421015394),997333.401971,226735.946184,Active
Strada,1289729,POINT (-73.94038390116324 40.79800921613404),1000756.09821,230018.869736,Active
Strada,1289728,POINT (-73.94097969565338 40.798259796798256),1000591.07721,230110.053281,Active
Strada,1289732,POINT (-73.94129229507853 40.79896373016125),1000504.35527,230366.462545,Active
Strada,1289733,POINT (-73.94143490019233 40.79898488159525),1000464.86716,230374.14232,Active
Strada,1289731,POINT (-73.94219140706242 40.79896154611415),1000255.41942,230365.501261,Active
Strada,1289730,POINT (-73.94078698559183 40.79836840087518),1000644.4065,230149.657533,Active
Strada,1038149,POINT (-73.96368260558837 40.79828298562932),994305.271216,230115.081158,Active
Strada,1038146,POINT (-73.96326830626327 40.79885714247285),994419.891394,230324.314335,Active
Strada,1038145,POINT (-73.96274327914956 40.79957396146755),994565.144384,230585.537894,Active
Strada,1038142,POINT (-73.96181692976363 40.80085097416065),994821.416837,231050.908683,Active
Strada,1038141,POINT (-73.96141615355708 40.80139488444131),994932.288991,231249.122853,Active
Strada,1038148,POINT (-73.96348491746384 40.79822145417898),994360.014873,230092.685862,Active
Strada,1038147,POINT (-73.96306242142256 40.798797964298636),994476.903747,230302.777633,Active
Strada,1038144,POINT (-73.96249162584527 40.79959504158982),994634.815505,230593.247853,Active
Strada,1038143,POINT (-73.96208317351491 40.800151004077435),994747.814622,230795.853091,Active
Strada,1038140,POINT (-73.96117978097796 40.80138329310202),994997.732758,231244.928636,Active
Strada,1208076,POINT (-73.93712038978079 40.80211267507562),1001658.60362,231514.534724,Active
Strada,1208075,POINT (-73.93761441122308 40.801435696999796),1001522.00645,231267.790139,Active
Strada,1208073,POINT (-73.93799915704092 40.80090325658718),1001415.62347,231073.727863,Active
Strada,1208072,POINT (-73.93850972732021 40.80020780700793),1001274.44429,230820.251664,Active
Strada,1208074,POINT (-73.93735119616849 40.801406278120126),1001594.88754,231257.123822,Active
Strada,1208071,POINT (-73.93830315830817 40.8000954196691),1001331.66464,230779.34525,Active
Strada,1208070,POINT (-73.93865236459092 40.79961610271833),1001235.10414,230604.645468,Active
Strada,1208010,POINT (-73.95864278710906 40.772629940524425),995705.068613,220769.420716,Active
Strada,1208009,POINT (-73.95908298789685 40.772030474274004),995583.244382,220550.957898,Active
Strada,1208006,POINT (-73.95953056340792 40.771417778687656),995459.377504,220327.67488,Active
Strada,1208005,POINT (-73.9599671596181 40.77082357833567),995338.546381,220111.132334,Active
Strada,1208002,POINT (-73.96044809599134 40.77015887849068),995205.442972,219868.899551,Active
Strada,1208011,POINT (-73.95834150559661 40.77265027701372),995788.513656,220776.86952,Active
Strada,1208008,POINT (-73.95872496971826 40.7721230047533),995682.392806,220584.716361,Active
Strada,1208007,POINT (-73.9592807473565 40.77136111295584),995528.58209,220307.061732,Active
Strada,1208004,POINT (-73.959745290522 40.77072609809333),995400.017386,220075.6452,Active
Strada,1208003,POINT (-73.96008755756148 40.77025507110571),995305.292182,219903.991016,Active
Strada,1294853,POINT (-73.94880265094444 40.77379572659288),998430.328583,221195.595388,Active
Strada,1294852,POINT (-73.9484789055104 40.77423777065836),998519.902879,221356.699397,Active
Strada,1294851,POINT (-73.94792039057522 40.7750014845938),998674.430457,221635.037423,Active
Strada,1294850,POINT (-73.94758538135555 40.77546453871647),998767.116623,221803.798896,Active
Strada,1294849,POINT (-73.94698726533058 40.776709449569836),998932.500479,222257.461375,Active
Strada,1294848,POINT (-73.94652216541068 40.776918216092305),999061.268922,222333.60033,Active
Strada,1019684,POINT (-73.95246255231342 40.8111168468786),997409.252541,234792.395294,Active
Strada,1019685,POINT (-73.95592032608009 40.81401775684091),996451.544483,235848.799678,Active
Strada,1019674,POINT (-73.94556244970065 40.80743649555967),999320.162761,233452.62468,Active
Strada,1019672,POINT (-73.94536192318965 40.80816493707266),999375.509763,233718.056236,Active
Strada,1019673,POINT (-73.945970296186 40.80733371904795),999207.280113,233415.109663,Active
Strada,1019677,POINT (-73.94837823954141 40.80861073647615),998540.404478,233879.970282,Active
Strada,1019675,POINT (-73.94820912187973 40.809420293896586),998587.046773,234174.948366,Active
Strada,1019676,POINT (-73.94872007607776 40.80871582947592),998445.75178,233918.203801,Active
Strada,1019678,POINT (-73.95103897312697 40.810520163929986),997803.447291,234575.219548,Active
Strada,1019680,POINT (-73.95134088535208 40.80975958539256),997720.025541,234298.067215,Active
Strada,1019679,POINT (-73.95148683062487 40.80990252979809),997679.595504,234350.124525,Active
Strada,1019682,POINT (-73.95207380416724 40.811306546863726),997516.827457,234861.568384,Active
Strada,1019681,POINT (-73.95238735463643 40.81087604977552),997430.116344,234704.675653,Active
Strada,1019683,POINT (-73.95276490325544 40.81035858275348),997325.705136,234516.087448,Inactive
Strada,3051337,POINT (-73.96225597387851 40.607751305599244),994730.175878,160698.838429,Active
Strada,3051312,POINT (-73.96334740225628 40.606942174474966),994427.248334,160403.922352,Active
Strada,3051311,POINT (-73.96274057511533 40.60713060353905),994595.715517,160472.643015,Active
Strada,3051331,POINT (-73.96376001447345 40.60722198754893),994312.637015,160505.817818,Active
Strada,3051332,POINT (-73.96385768090227 40.60717396556343),994285.525521,160488.310963,Active
Strada,3051313,POINT (-73.96413551634843 40.606697628872325),994208.450872,160314.737491,Active
Strada,3051335,POINT (-73.96463469864976 40.60686460070347),994069.818931,160375.513288,Active
Strada,3051336,POINT (-73.96470479392627 40.60665890796388),994050.385899,160300.56626,Active
Strada,3051314,POINT (-73.96538681298713 40.606276309881174),993861.065412,160161.100331,Active
Strada,3013645,POINT (-73.98524776419471 40.69172244044045),988341.020021,191289.9239,Inactive
Strada,3013666,POINT (-73.9862336599606 40.69190091550726),988067.60587,191354.903101,Active
Strada,3013667,POINT (-73.98634985169974 40.691694023870554),988035.395961,191279.521362,Active
Strada,3013588,POINT (-73.98495220303539 40.69210304452636),988422.959818,191428.603085,Active
Strada,3013589,POINT (-73.98577799590532 40.69213342838956),988193.954371,191439.634559,Active
Strada,3013590,POINT (-73.98687362493325 40.6921747336279),987890.119348,191454.635841,Active
Strada,3013664,POINT (-73.98217823002766 40.68990803304201),989192.383148,190629.04038,Active
Strada,3013663,POINT (-73.98217196737153 40.6899908081506),989194.113788,190659.198128,Active
Strada,3013691,POINT (-73.97918836800676 40.689795320021446),990021.549797,190588.158572,Active
Strada,3013668,POINT (-73.98110652817483 40.68954407452968),989489.619102,190496.501931,Active
Strada,3013675,POINT (-73.98139601943998 40.68945093207443),989409.343344,190462.550227,Active
Strada,3013674,POINT (-73.98180801405147 40.69027982224276),989295.024347,190764.515174,Active
Strada,3013673,POINT (-73.98203027530865 40.69072627036777),989233.35321,190927.156581,Active
Strada,3013690,POINT (-73.9940471488779 40.70315256216892),985900.533432,195453.96741,Active
Strada,3013689,POINT (-73.99325099657268 40.70329526465571),986121.276757,195505.974195,Active
Strada,3013688,POINT (-73.99378966262137 40.70282434085091),985971.934536,195334.391533,Active
Strada,3013547,POINT (-73.9928286113117 40.697716277124364),986238.556707,193473.392303,Active
Strada,3013546,POINT (-73.99295801857174 40.697707710436305),986202.673576,193470.268293,Active
Strada,3013545,POINT (-73.99263503029344 40.698383632774295),986292.214408,193716.534205,Active
Strada,3013544,POINT (-73.99226241600627 40.6991580245321),986395.510789,193998.677013,Active
Strada,3013543,POINT (-73.99200523358596 40.6996948391721),986466.805594,194194.26094,Active
Strada,4522522,POINT (-73.85525171529572 40.71120989496433),1024379.15726,198422.595331,Active
Strada,4522521,POINT (-73.85437306971355 40.71107211518753),1024622.83099,198372.801795,Active
Strada,4522520,POINT (-73.8528784693472 40.71084124605368),1025037.32688,198289.381686,Active
Strada,4522519,POINT (-73.85236165602203 40.710755771460605),1025180.65828,198258.481814,Active
Strada,4522518,POINT (-73.85161657034135 40.71063583599975),1025387.29665,198215.134788,Active
Strada,4522517,POINT (-73.85088235643337 40.710626143288316),1025590.85333,198211.949098,Active
Strada,4522516,POINT (-73.85030833400268 40.710430177151984),1025750.11515,198140.824241,Active
Strada,4522515,POINT (-73.84971361348184 40.71033351932692),1025915.05413,198105.89124,Active
Strada,4522514,POINT (-73.84923211118083 40.71025490894815),1026048.59388,198077.480535,Active
Strada,4522513,POINT (-73.84826631800699 40.7103125406873),1026316.31185,198098.93981,Active
Strada,4522512,POINT (-73.84811982274232 40.710079171558455),1026357.07325,198013.986896,Active
Strada,4522511,POINT (-73.84759759498024 40.70999755141795),1026501.90663,197984.501719,Active
Strada,4522510,POINT (-73.84672800711336 40.70986066985411),1026743.0774,197935.052342,Active
Strada,4522509,POINT (-73.84546687998521 40.709653888496625),1027092.84442,197860.330051,Active
Strada,4451775,POINT (-73.8486679987053 40.73172877917063),1026191.47122,205901.329717,Active
Strada,4451776,POINT (-73.84896090529287 40.73232317227243),1026109.91922,206117.745295,Active
Strada,4451777,POINT (-73.8489894781695 40.732403758523446),1026101.94975,206147.091693,Active
Strada,4451778,POINT (-73.84925975600345 40.73299878299959),1026026.67037,206363.748412,Active
Strada,4451779,POINT (-73.8491747787638 40.73311393243831),1026050.149,206405.741438,Active
Strada,4451780,POINT (-73.84960627008647 40.73366214697636),1025930.22142,206605.267285,Active
Strada,4451781,POINT (-73.8496340118272 40.733743375829526),1025922.48226,206634.848263,Active
Strada,4451782,POINT (-73.85006593557483 40.734027668786965),1025802.60159,206738.219775,Active
Strada,4451783,POINT (-73.84997726031781 40.73432046375797),1025826.99426,206844.936097,Active
Strada,4361762,POINT (-73.88793667346077 40.70140012239846),1015322.3509,194835.320681,Active
Strada,4361761,POINT (-73.88721861543027 40.70146385632645),1015521.42038,194858.796356,Active
Strada,4361760,POINT (-73.88594829009965 40.7015694143868),1015873.59914,194897.71032,Active
Strada,4361759,POINT (-73.88517436793467 40.701634120287196),1016088.15678,194921.564931,Active
Strada,4361758,POINT (-73.88416817080493 40.70171897327361),1016367.108,194952.846693,Active
Strada,4361757,POINT (-73.88327647369105 40.70179262139702),1016614.31616,194980.007071,Active
Strada,4361756,POINT (-73.88225782150234 40.70187683450755),1016896.7198,195011.066393,Active
Strada,4361755,POINT (-73.88161455225868 40.70193184076936),1017075.05376,195031.347192,Active
Strada,4361754,POINT (-73.88073053248154 40.7019987772546),1017320.13496,195056.066631,Active
Strada,4361753,POINT (-73.87038706102938 40.70284033228958),1020187.63874,195366.744159,Active
Strada,4181672,POINT (-73.91202155040466 40.777137352578585),1008616.50736,222421.154289,Active
Strada,4181656,POINT (-73.90923161877586 40.77857861987619),1009388.66231,222947.044641,Active
Strada,4181655,POINT (-73.90874863112839 40.778234938886456),1009522.55804,222821.969104,Active
Strada,4181695,POINT (-73.89052918423369 40.77068909908438),1014571.96526,220078.55005,Active
Strada,4181694,POINT (-73.89233814176308 40.770498735988625),1014070.9935,220008.573484,Active
Strada,4181693,POINT (-73.89327078421285 40.77040039425667),1013812.70694,219972.428215,Active
Strada,4152103,POINT (-73.94123975299448 40.750855327903786),1000530.66001,212838.970697,Active
Strada,4152104,POINT (-73.94162158672921 40.751020263334794),1000424.82558,212898.991247,Active
Strada,4152052,POINT (-73.94281253120651 40.74731039763819),1000095.7347,211547.150446,Active
Strada,4152049,POINT (-73.93930921869098 40.748137747182426),1001066.23768,211849.233504,Active
Strada,4152048,POINT (-73.93988187146338 40.74793173607181),1000907.61825,211774.067643,Active
Strada,4152105,POINT (-73.943907503392 40.749840539436406),999791.745151,212468.766057,Active
Strada,4152155,POINT (-73.95302022139334 40.74689406454311),997267.42835,211393.785267,Inactive
Strada,4152143,POINT (-73.95657202911171 40.74546024374341),996283.532023,210870.890644,Active
Strada,4152150,POINT (-73.95324952660754 40.74628698591097),997204.009185,211172.573111,Active
Strada,4152144,POINT (-73.95682102055672 40.7458338206844),996214.471466,211006.96255,Active
Strada,4152142,POINT (-73.95568248464926 40.745600872914146),996529.991504,210922.249793,Active
Strada,4152149,POINT (-73.95369636053395 40.74555261415968),997080.338173,210904.952256,Active
Strada,4152133,POINT (-73.9533914055602 40.74509679064418),997164.926914,210738.926013,Active
Strada,4152132,POINT (-73.95319194452387 40.745690271534436),997220.080675,210955.179517,Active
Strada,4152131,POINT (-73.95291304589605 40.746523897289144),997297.197647,211258.93744,Inactive
Strada,4152130,POINT (-73.95230139119872 40.74785579723863),997466.415156,211744.282926,Active
Strada,4152125,POINT (-73.95363240140134 40.74388430778192),997098.382428,210297.144416,Active
Strada,4152141,POINT (-73.95331180340337 40.74408903637499),997187.179822,210371.78075,Active
Strada,4152140,POINT (-73.95157103039364 40.7437526770334),997669.611272,210249.496217,Active
Strada,4152127,POINT (-73.95316725386307 40.74526766902236),997227.004546,210801.215586,Active
Strada,4152147,POINT (-73.95317807898736 40.744801540520704),997224.095759,210631.388498,Active
Strada,4152124,POINT (-73.95392773595121 40.742992737131516),997016.716581,209972.273675,Active
Strada,4152126,POINT (-73.95342462406826 40.74450613648221),997155.836709,210523.726968,Active
Strada,4152148,POINT (-73.95316638383429 40.74471152741255),997227.353955,210598.595585,Active
Strada,4122291,POINT (-73.89036941965477 40.746722745300765),1014627.14593,211346.886411,Active
Strada,4122295,POINT (-73.88802284030498 40.74714373699358),1015277.1548,211501.089515,Active
Strada,4122292,POINT (-73.89002443819231 40.74693346286289),1014722.63917,211423.777333,Active
Strada,4122293,POINT (-73.88958497199874 40.746828223387624),1014844.45717,211385.588433,Active
Strada,4122297,POINT (-73.88620849661805 40.74733477628002),1015779.79093,211571.339046,Active
Strada,4122296,POINT (-73.88704193192642 40.74724525958686),1015548.90163,211538.426382,Active
Strada,4122294,POINT (-73.88889055194178 40.74705252297747),1015036.76748,211467.551196,Active
Strada,4122392,POINT (-73.8840991558659 40.7482364057057),1016363.82027,211900.597574,Active
Strada,4122391,POINT (-73.88424630741481 40.749033324014874),1016322.66386,212190.886364,Active
Strada,4122393,POINT (-73.88525113011366 40.74941674497389),1016044.06796,212330.212528,Active
Strada,4122394,POINT (-73.8849655195821 40.747844827871006),1016123.9556,211757.616889,Active
Strada,4122395,POINT (-73.88513681474738 40.749388143499836),1016075.75556,212319.833612,Active
Strada,4122390,POINT (-73.88397494681904 40.74824978825853),1016398.22965,211905.518824,Active
Strada,4122389,POINT (-73.88406414731176 40.74874817900149),1016373.27367,212087.065705,Active
Strada,4122388,POINT (-73.8841729367755 40.74934101558602),1016342.84492,212303.015076,Active
Strada,4122386,POINT (-73.8833908364503 40.7496164443228),1016559.41208,212403.650046,Active
Strada,4122385,POINT (-73.88311622212866 40.748092146275546),1016636.24165,211848.401156,Active
Strada,4122342,POINT (-73.8846314839158 40.74761893116929),1016216.61913,211675.437263,Active
Strada,4122341,POINT (-73.88345513712709 40.747742649023344),1016542.5043,211720.943078,Active
Strada,4072282,POINT (-73.90647425305023 40.768081121773626),1010156.40881,219123.260294,Active
