MeterType,MeterNo,the_geom,POINT_X,POINT_Y,Status
Strada,3123137,POINT (-74.00752462337498 40.63708877518757),982161.597341,171385.086414,Active
Strada,3123136,POINT (-74.0075536503268 40.636998799747495),982153.538302,171352.306624,Active
Strada,3123135,POINT (-74.0081523960272 40.636556742782474),981987.345721,171191.268232,Active
Strada,3123134,POINT (-74.00813492973465 40.63644281937663),981992.189543,171149.762409,Active
Strada,3123129,POINT (-74.00923289478061 40.63537328377381),981687.413578,170760.131955,Active
Strada,3123085,POINT (-74.0097148724894 40.63524411504206),981553.63563,170713.086773,Active
Strada,3123124,POINT (-74.00990540824333 40.634809309292095),981500.734489,170554.68125,Active
Strada,3123123,POINT (-74.00944287828611 40.634532570973825),981629.099718,170453.843854,Active
Strada,3123122,POINT (-74.00991096789505 40.634708662301755),981499.187248,170518.013017,Active
Strada,3123094,POINT (-74.00449760955843 40.64026484750815),983001.781684,172542.157918,Active
Strada,3123098,POINT (-74.0021988657952 40.64247293690335),983639.770566,173346.600535,Active
Strada,3123102,POINT (-73.99865045587484 40.645884859131876),984624.506457,174589.652183,Active
Strada,3123083,POINT (-74.01283852940463 40.632241340076206),980686.503834,169619.206743,Active
Strada,3123101,POINT (-74.00043900100063 40.64416476962538),984128.171492,173962.973974,Active
Strada,3123100,POINT (-74.00101310555787 40.643614328791706),983968.847663,173762.434677,Active
Strada,3123096,POINT (-74.00328719845677 40.64141749175084),983337.721957,172962.082603,Active
Strada,3123091,POINT (-74.00617267229926 40.63865286854872),982536.861354,171954.898594,Active
Strada,3123090,POINT (-74.00680163546198 40.638045834840085),982362.284275,171733.752711,Active
Strada,3123089,POINT (-74.00731711484495 40.6375514166015),982219.203853,171553.634305,Active
Strada,3123088,POINT (-74.00793061139127 40.636959879157516),982048.914167,171338.136048,Active
Strada,3123087,POINT (-74.00863834757783 40.6362788161803),981852.46246,171090.024996,Active
Strada,3123086,POINT (-74.00900289437665 40.63593304478513),981751.271062,170964.061337,Active
Strada,3123066,POINT (-74.00457826613882 40.65396744213676),982979.658041,177534.39006,Active
Strada,3123077,POINT (-74.0102221522635 40.64892444554032),981413.421672,175697.219522,Active
Strada,3123127,POINT (-74.01270672247045 40.636007528262596),980723.287553,170991.325062,Active
Strada,3123079,POINT (-74.01315754612004 40.64610339679227),980598.715296,174669.542771,Active
Strada,3123082,POINT (-74.01288041985867 40.646601809890264),980675.645916,174851.116883,Active
Strada,3123081,POINT (-74.0127800952082 40.646647133341084),980703.488708,174867.62538,Active
Strada,3123062,POINT (-74.01256576953777 40.64628879316377),980762.945939,174737.063634,Active
Strada,3123105,POINT (-74.0018305627192 40.643020891602475),983741.98624,173546.23301,Active
Strada,3123106,POINT (-74.00233551457858 40.64253619471771),983601.848397,173369.648061,Active
Strada,3123161,POINT (-74.00335055312436 40.64175838295167),983320.144236,173086.279205,Inactive
Strada,3123160,POINT (-74.00389689512927 40.64127910535354),983168.513962,172911.671615,Active
Strada,3123159,POINT (-74.00403908495281 40.641261451187056),983129.052427,172905.24151,Active
Strada,3123109,POINT (-74.00407712399277 40.640858219308186),983118.4888,172758.333667,Active
Strada,3123155,POINT (-74.00509702233886 40.64007627823979),982835.423093,172473.466127,Active
Strada,3123154,POINT (-74.0056090082498 40.63957977511959),982693.320031,172292.585255,Active
Strada,3123153,POINT (-74.00569407911685 40.63952594063995),982669.708857,172272.973417,Active
Strada,3123148,POINT (-74.00615788282111 40.63900023630378),982540.974863,172081.453787,Active
Strada,3123147,POINT (-74.00624317980954 40.63894996385404),982517.300698,172063.139848,Active
Strada,3123146,POINT (-74.00683972233664 40.63839383893465),982351.723601,171860.540843,Active
Strada,3123141,POINT (-74.00739775841494 40.63792516004288),982196.833491,171689.801027,Active
Strada,3123140,POINT (-74.00743584516444 40.637841638075436),982186.260349,171659.37261,Active
Strada,3123139,POINT (-74.00796755623841 40.637361814168905),982038.673702,171484.572763,Active
Strada,3123138,POINT (-74.00801670761787 40.637278148954664),982025.029372,171454.092509,Active
Strada,3123133,POINT (-74.00847144943369 40.636750026898916),981898.80095,171261.695256,Active
Strada,3123131,POINT (-74.00920374540453 40.63627678667065),981695.538562,171089.301572,Active
Strada,3123130,POINT (-74.00918978160294 40.63616658678678),981699.409945,171049.152374,Active
Strada,3123128,POINT (-74.0097946153057 40.635561383628016),981531.515924,170828.678734,Active
Strada,3123119,POINT (-74.01005307211841 40.635112943387945),981459.762786,170665.307998,Active
Strada,3123126,POINT (-74.01045435078812 40.635144740050535),981348.388993,170676.905415,Active
Strada,3123125,POINT (-74.01051083588213 40.63506986935236),981332.708251,170649.629879,Active
Strada,3123060,POINT (-74.01799110948771 40.64106647267813),979257.00046,172834.692438,Active
Strada,3123021,POINT (-74.00662188242813 40.64875382155575),982412.467574,175634.96046,Active
Strada,3123107,POINT (-74.00287091200774 40.642017308456325),983453.258799,173180.608085,Active
Strada,3123110,POINT (-74.00473773734942 40.64022688911542),982935.138445,172528.332159,Active
Strada,3123058,POINT (-74.01350114407057 40.642415632643875),980503.158072,173326.00412,Active
Strada,3123057,POINT (-74.01298263080976 40.64220973570947),980647.044924,173250.968509,Active
Strada,3123056,POINT (-74.01300053624176 40.642112402965004),980642.070524,173215.508278,Active
Strada,3123055,POINT (-74.01241870560226 40.64267608186011),980803.570201,173420.848418,Active
Strada,3123054,POINT (-74.01238904590174 40.64276167121557),980811.805749,173452.029786,Active
Strada,3123053,POINT (-74.01292426607073 40.64297919732967),980663.283736,173531.301937,Active
Strada,3123052,POINT (-74.01288088582685 40.64305679535053),980675.326691,173559.571238,Active
Strada,3123051,POINT (-74.01228569198463 40.64360962376459),980840.531741,173760.957974,Active
Strada,3123050,POINT (-74.01239542148583 40.64356971993484),980810.078062,173746.424211,Active
Strada,3123049,POINT (-74.01186277173915 40.643251090829835),980957.880916,173630.318472,Active
Strada,3123048,POINT (-74.01125131853995 40.643792437549024),981127.594816,173827.523458,Active
Strada,3123047,POINT (-74.01125246808449 40.64390012139688),981127.28084,173866.755663,Active
Strada,3123046,POINT (-74.01163911664824 40.64413340536139),981019.991684,173951.761398,Active
Strada,3403075,POINT (-73.95063228295778 40.66912503429845),997945.060196,183060.55158,Active
Strada,3403096,POINT (-73.95180033565165 40.66719054636216),997621.419439,182355.582517,Active
Strada,3403097,POINT (-73.95251554017976 40.667230244066445),997423.001529,182369.937147,Active
Strada,3403098,POINT (-73.95297644725044 40.66725589277308),997295.133019,182379.212719,Active
Strada,3403095,POINT (-73.95033464764087 40.66890431226888),998027.672564,182980.182974,Active
Strada,3403094,POINT (-73.9502644276871 40.66899364100482),998047.133811,183012.739011,Active
Strada,3403093,POINT (-73.95090244951662 40.66893550941935),997870.15221,182991.460182,Active
Strada,3403092,POINT (-73.95083900610769 40.66902441095069),997887.733867,183023.859396,Active
Strada,3403088,POINT (-73.95077399841294 40.66276201202366),997907.049774,180742.301295,Active
Strada,3403087,POINT (-73.95085072666512 40.66348364565498),997885.615105,181005.200704,Active
Strada,3403091,POINT (-73.95149759963057 40.6639546155524),997706.056409,181176.688221,Active
Strada,3403086,POINT (-73.95094603500527 40.66446087700139),997858.974082,181361.218692,Active
Strada,3403085,POINT (-73.95089222066166 40.66502570188329),997873.788357,181567.008635,Active
Strada,3403084,POINT (-73.95081560696467 40.6658425317707),997894.875914,181864.614667,Active
Strada,3403083,POINT (-73.95074334104864 40.66662898718757),997914.763013,182151.153792,Active
Strada,3403082,POINT (-73.95058122027204 40.66834735312523),997959.385299,182777.228327,Active
Strada,3403081,POINT (-73.95053921202215 40.66879116325241),997970.947612,182938.927479,Active
Strada,3403100,POINT (-73.95049711786555 40.669240017092314),997982.532562,183102.464226,Active
Strada,3403080,POINT (-73.95093214143868 40.66273341345259),997863.181095,180731.857418,Active
Strada,3403079,POINT (-73.95096431839146 40.66339833509556),997854.118449,180974.102012,Inactive
Strada,3403078,POINT (-73.95110209593328 40.66434512355714),997815.701859,181319.022254,Active
Strada,3403077,POINT (-73.9507772296229 40.66755144873834),997905.172809,182487.227267,Active
Strada,3403076,POINT (-73.95068854471714 40.66852220189073),997929.576303,182840.913896,Active
Strada,3403074,POINT (-73.95037832329072 40.67038296063956),998015.251329,183518.889574,Active
Strada,3403073,POINT (-73.95032181054587 40.671005666131315),998030.799526,183745.767729,Active
Strada,3403072,POINT (-73.9502861172582 40.671368118986294),998040.62595,183877.825208,Active
Strada,3403071,POINT (-73.95024066346771 40.67184517708666),998053.136096,184051.63818,Active
Strada,3403070,POINT (-73.95020615359594 40.67222135244533),998062.631155,184188.694993,Active
Strada,3403069,POINT (-73.95013177660522 40.673041000766474),998083.093057,184487.327926,Active
Strada,3403068,POINT (-73.95006932550329 40.67367785405929),998100.284295,184719.361582,Active
Strada,3403067,POINT (-73.95003376885379 40.6740515244974),998110.069709,184855.505995,Active
Strada,3403066,POINT (-73.94996762277161 40.674747375099216),998128.273085,185109.034687,Active
Strada,3403065,POINT (-73.94988789603184 40.67561764043707),998150.206768,185426.109841,Active
Strada,3403064,POINT (-73.94966467524719 40.67799002318642),998211.627577,186290.472285,Active
Strada,3403063,POINT (-73.95052109312174 40.67043393097501),997975.635923,183537.437109,Active
Strada,3403062,POINT (-73.95043573669649 40.67103596538462),997999.190009,183756.788704,Retired
Strada,3403061,POINT (-73.95036342015221 40.672126373711194),998019.0256,184154.066781,Active
Strada,3403060,POINT (-73.95027695560856 40.67302487954223),998042.824765,184481.431612,Active
Strada,3403059,POINT (-73.95021077849053 40.673735379935685),998061.034702,184740.297564,Active
Strada,3403058,POINT (-73.95010466321921 40.67489426719299),998090.229525,185162.529987,Active
Strada,3403057,POINT (-73.95005051184076 40.6754414173323),998105.136648,185361.880967,Active
Strada,3403029,POINT (-73.9566591681935 40.681398903543155),996270.93428,187531.38811,Active
Strada,3403048,POINT (-73.95370198686575 40.68183439935106),997091.048781,187690.471454,Active
Strada,3403047,POINT (-73.95355007363557 40.68106847682257),997133.330849,187411.446093,Active
Strada,3403046,POINT (-73.9534255387783 40.68044174951601),997167.993181,187183.129621,Active
Strada,3403032,POINT (-73.95607364415241 40.681168669439984),996433.376212,187447.588081,Active
Strada,3403031,POINT (-73.95675542875837 40.68129920329916),996244.253559,187495.051241,Active
Strada,3403045,POINT (-73.95551785635053 40.68071950179088),996587.612124,187284.021151,Active
Strada,3403035,POINT (-73.95366558149448 40.68065035783786),997101.37422,187259.096332,Inactive
Strada,3403034,POINT (-73.95410393760946 40.68074188260244),996979.773741,187292.377434,Active
Strada,3403033,POINT (-73.95480764291311 40.680888802702334),996784.565798,187345.80318,Active
Strada,3403011,POINT (-73.94128988138034 40.679740747998316),1000534.13605,186929.757424,Active
Strada,3403012,POINT (-73.94045476426496 40.68022110537142),1000765.64937,187104.921772,Active
Strada,3403056,POINT (-73.94609654965923 40.68046819716796),999200.771268,187193.931108,Active
Strada,3403055,POINT (-73.94636077468748 40.68054006643314),999127.469249,187220.070164,Active
Strada,3403051,POINT (-73.95676285667257 40.69080716375947),996240.483553,190959.076465,Active
Strada,3403050,POINT (-73.95616866303116 40.69087755182682),996405.251924,190984.802792,Active
Strada,3403049,POINT (-73.95528448410911 40.69075265898133),996650.474531,190939.424601,Active
Strada,3403010,POINT (-73.94926545622572 40.67957243026082),998322.025978,186867.052497,Active
Strada,3403009,POINT (-73.94931325428908 40.67966879647613),998308.748117,186902.153805,Active
Strada,3403007,POINT (-73.94983694020338 40.6796987285481),998163.48955,186912.975305,Inactive
Strada,3403008,POINT (-73.94989836734823 40.67960555836187),998146.471211,186879.020977,Active
Strada,3403006,POINT (-73.9516336262248 40.67869421377992),997665.353407,186546.721445,Active
Strada,3403005,POINT (-73.95104032955754 40.67866523733776),997829.921647,186536.255914,Active
Strada,3403004,POINT (-73.95028799812822 40.67862720660103),998038.603316,186522.517753,Active
Strada,3403003,POINT (-73.94973514719364 40.67879936813729),998191.911409,186585.328651,Active
Strada,3403002,POINT (-73.94968529714309 40.67935490171673),998205.622011,186787.73343,Active
Strada,3403001,POINT (-73.94985855023869 40.68142081872224),998157.136544,187540.378906,Active
Strada,3403054,POINT (-73.94957322325092 40.67896378888731),998236.7896,186645.257665,Active
Strada,3403053,POINT (-73.9495372413293 40.67935121320813),998246.68853,186786.413222,Active
Strada,3403052,POINT (-73.94948550989096 40.67990643155978),998260.920457,186988.7035,Active
Strada,3149827,POINT (-73.98962836649326 40.66566045894618),987127.336425,181794.620056,Active
Strada,3149780,POINT (-73.98909895833017 40.66540505250106),987274.218349,181701.586122,Active
Strada,3149805,POINT (-73.98542644331928 40.6700982929902),988292.780288,183411.614526,Active
Strada,3149802,POINT (-73.98581854032255 40.669626373736925),988184.03838,183239.663098,Active
Strada,3149796,POINT (-73.98643718537463 40.668885821145984),988012.463592,182969.831617,Active
Strada,3149793,POINT (-73.98697307714029 40.668242415156826),987863.836592,182735.398031,Active
Strada,3149790,POINT (-73.98743566089749 40.66767999552416),987735.539277,182530.4739,Active
Strada,3149787,POINT (-73.98797131149284 40.66704701724378),987586.973301,182299.841159,Active
Strada,3149784,POINT (-73.98840252110784 40.666526584114436),987467.373147,182110.216538,Active
Strada,3149782,POINT (-73.98890502488204 40.665928423706),987327.996129,181892.271764,Active
Strada,3149804,POINT (-73.98555006543607 40.66971319504664),988258.510016,183271.306736,Active
Strada,3149803,POINT (-73.98559403502158 40.66963687827233),988246.317127,183243.500361,Active
Strada,3149799,POINT (-73.98459659862567 40.66825382280754),988523.101678,182739.661145,Active
Strada,3149798,POINT (-73.9851209331327 40.66850705017046),988377.628872,182831.893901,Active
Strada,3149797,POINT (-73.9855778255027 40.668727694151585),988250.868299,182912.259553,Active
Strada,3149812,POINT (-73.98667752284196 40.66925953075894),987945.770812,183105.974389,Active
Strada,3149811,POINT (-73.98751989178147 40.66966753082757),987712.069179,183254.585969,Active
Strada,3149810,POINT (-73.98817806223384 40.6699862018112),987529.472432,183370.661524,Active
Strada,3149809,POINT (-73.98757763540884 40.66988063145398),987696.039684,183332.222296,Active
Strada,3149808,POINT (-73.98707556964568 40.66963900656931),987835.328775,183244.211645,Active
Strada,3149801,POINT (-73.98542420491118 40.66884082457216),988293.477465,182953.483224,Active
Strada,3149800,POINT (-73.98439228665308 40.66834091745523),988579.774793,182771.402224,Inactive
Strada,3149794,POINT (-73.986568218368 40.66841777913645),987976.139846,182799.305055,Active
Strada,3149795,POINT (-73.98650576284624 40.66848510427981),987993.461989,182823.836174,Active
Strada,3149814,POINT (-73.98702512444575 40.66873532995918),987849.371398,182914.978708,Active
Strada,3149816,POINT (-73.98754081249291 40.66814004439106),987706.344781,182698.078551,Active
Strada,3383128,POINT (-73.92097957138766 40.63089159125856),1006183.5598,169137.088941,Active
Strada,3333089,POINT (-73.91643034427841 40.619671017590434),1007450.18029,165050.309713,Active
Strada,3333088,POINT (-73.91555900566698 40.61936365893287),1007692.18473,164938.562889,Active
Strada,3333087,POINT (-73.91612101808273 40.61954409802061),1007536.0981,165004.151669,Active
Strada,3333086,POINT (-73.91697993651911 40.61949110450915),1007297.66748,164984.617587,Active
Strada,3333118,POINT (-73.91710772127071 40.619113191358245),1007262.32273,164846.900343,Active
Strada,3333117,POINT (-73.91731388274046 40.61900783029485),1007205.12501,164808.460459,Active
Strada,3333120,POINT (-73.91725827793307 40.62064159089434),1007219.99965,165403.696802,Active
Strada,3333119,POINT (-73.91719855562438 40.62007911770889),1007236.77291,165198.788747,Active
Strada,3333116,POINT (-73.9174229064498 40.61993951644651),1007174.53813,165147.869557,Active
Strada,3333115,POINT (-73.91748654910188 40.620554810582924),1007156.6589,165372.020684,Active
Strada,3333114,POINT (-73.9175749405568 40.621376563166855),1007131.83874,165671.383602,Active
Strada,3333090,POINT (-73.91778051791925 40.61957449809142),1007075.38511,165014.790427,Active
Strada,3333085,POINT (-73.91782715188306 40.61945220467693),1007062.48061,164970.223587,Active
Strada,3333123,POINT (-73.91819245917233 40.61928281158659),1006961.1232,164908.414328,Active
Strada,3333121,POINT (-73.91823171955133 40.619720588127784),1006950.07499,165067.897604,Active
Strada,3333122,POINT (-73.9183506381433 40.61971144591497),1006917.06456,165064.536063,Active
Strada,3333091,POINT (-73.91862664619163 40.619522378246515),1006840.50468,164995.58246,Active
Strada,3333084,POINT (-73.91854051294429 40.619407792599226),1006864.45542,164953.858134,Active
Strada,3333113,POINT (-73.9191568317071 40.619607329239926),1006693.28843,165026.396047,Active
Strada,3333112,POINT (-73.91928362815905 40.6196301366793),1006658.08017,165034.672933,Active
Strada,3333092,POINT (-73.92156708226949 40.619339186705716),1006024.25401,164928.096375,Active
Strada,3333083,POINT (-73.92161427570997 40.61921746937254),1006011.19203,164883.739836,Active
Strada,3333093,POINT (-73.92273533693353 40.61926884840423),1005699.9502,164902.182057,Active
Strada,3333081,POINT (-73.92235186924783 40.619171770526705),1005806.4385,164866.908177,Active
Strada,3333079,POINT (-73.92292709216343 40.61898962204065),1005646.80529,164800.405685,Active
Strada,3333080,POINT (-73.92303772895573 40.61893563339206),1005616.10785,164780.709202,Active
Strada,3333095,POINT (-73.9261399656255 40.619057688973065),1004754.83398,164824.435821,Active
Strada,3333094,POINT (-73.92539332880727 40.619102877647826),1004962.09931,164841.074895,Active
Strada,3333078,POINT (-73.92533134362316 40.61898408481525),1004979.34436,164797.810218,Active
Strada,3333077,POINT (-73.92615916542039 40.618934331749635),1004749.54167,164779.489061,Active
Strada,3333076,POINT (-73.92675390633785 40.618826117523085),1004584.46391,164739.925163,Active
Strada,3333096,POINT (-73.92847525147941 40.61891216465901),1004106.56132,164770.879498,Active
Strada,3333075,POINT (-73.92826390209743 40.61880429104717),1004165.2679,164731.626295,Active
Strada,3333110,POINT (-73.92878805739998 40.619035643764235),1004019.6842,164815.795418,Active
Strada,3333111,POINT (-73.92889308725857 40.619038815575784),1003990.52514,164816.927306,Active
Strada,3333108,POINT (-73.92875053915101 40.61867713306889),1004030.20616,164685.189052,Active
Strada,3333109,POINT (-73.92886035481007 40.61869455591824),1003999.7141,164691.511874,Active
Strada,3333097,POINT (-73.92946831331577 40.61885134020818),1003830.88734,164748.496012,Active
Strada,3333074,POINT (-73.92917347618922 40.61874430852998),1003912.77103,164709.567612,Active
Strada,3333107,POINT (-73.92973449082196 40.61899880771184),1003756.94851,164802.1629,Active
Strada,3333106,POINT (-73.92969392272089 40.61859256155206),1003768.32972,164654.16582,Active
Strada,3333105,POINT (-73.92983912426205 40.61849651966073),1003728.04699,164619.142925,Active
Strada,3333098,POINT (-73.93008170816833 40.61881213612968),1003660.60913,164734.076422,Active
Strada,3333073,POINT (-73.93025072365118 40.61868098878923),1003613.72537,164686.258604,Active
Strada,3333099,POINT (-73.9315222329215 40.61872343835272),1003260.7182,164701.445581,Active
Strada,3333072,POINT (-73.93125899567009 40.61861910629045),1003333.82763,164663.491917,Active
Strada,3333100,POINT (-73.93166435970357 40.61887769119506),1003221.21729,164757.61312,Active
Strada,3333101,POINT (-73.93177312027039 40.61891097691013),1003191.01394,164769.716442,Active
Strada,3333009,POINT (-73.93160229699873 40.618458270918076),1003238.56634,164604.820775,Active
Strada,3333001,POINT (-73.92354078012382 40.61099427745873),1005478.97722,161887.344254,Active
Strada,3333010,POINT (-73.9317248029198 40.61833357117231),1003204.59167,164559.36286,Active
Strada,3333102,POINT (-73.93200413177564 40.618694462878956),1003126.94222,164690.784842,Active
Strada,3333069,POINT (-73.92024858597361 40.607019509837116),1006394.3763,160440.048921,Retired
Strada,3333070,POINT (-73.92018175951236 40.60689733194961),1006412.97239,160395.553275,Retired
Strada,3333068,POINT (-73.92012988161771 40.60736745394962),1006427.22105,160566.843943,Active
Strada,3333067,POINT (-73.92066683555856 40.607849757266536),1006277.96807,160742.423972,Active
Strada,3333065,POINT (-73.92319571552169 40.60900776844413),1005575.41928,161163.691502,Active
Strada,3333066,POINT (-73.9230749862505 40.609056998480746),1005608.92512,161181.656689,Active
Strada,3333064,POINT (-73.9244567656696 40.608683673396825),1005225.37897,161045.310833,Active
Strada,3333063,POINT (-73.9238063211155 40.60911782867728),1005405.84416,161203.641225,Active
Strada,3333061,POINT (-73.92362528690224 40.60941140560211),1005456.01663,161310.642652,Active
Strada,3333062,POINT (-73.92353432782278 40.60945455396169),1005481.25838,161326.384746,Active
Strada,3333060,POINT (-73.92319352566294 40.610123432396705),1005575.67092,161570.157225,Active
Strada,3333124,POINT (-73.91815740003436 40.615551037152684),1006972.12646,163548.840603,Active
Strada,3333125,POINT (-73.92202197598095 40.613057028282704),1005900.00557,162639.229562,Active
Strada,3333002,POINT (-73.92402167279495 40.61159993145985),1005345.26554,162107.883511,Active
Strada,3179386,POINT (-73.97970937755842 40.66901001282849),989878.81583,183015.438809,Active
Strada,3179385,POINT (-73.97996905216854 40.66895505304369),989806.78415,182995.398823,Active
Strada,3179384,POINT (-73.97939117737148 40.66964559685669),989967.033173,183247.020695,Active
Strada,3179387,POINT (-73.97933309776883 40.66945298418221),989983.161422,183176.850232,Active
Strada,3179388,POINT (-73.97872871229869 40.67017842384152),990150.758528,183441.188614,Active
Strada,3179383,POINT (-73.97894616869516 40.67018115098062),990090.43483,183442.167614,Active
Strada,3179382,POINT (-73.97841166562425 40.67081789011129),990238.651397,183674.185851,Active
Strada,3179389,POINT (-73.9781787503777 40.67084077689258),990303.260519,183682.540165,Active
Strada,3179390,POINT (-73.97767523040467 40.67144802745092),990442.881631,183903.814001,Active
Strada,3179381,POINT (-73.97753452750325 40.671871121574135),990481.873023,184057.969204,Active
Strada,3179391,POINT (-73.97722226299125 40.671995225018335),990568.482758,184103.20599,Active
Strada,3179380,POINT (-73.97687944277597 40.67265184294325),990663.517017,184342.455512,Active
Strada,3179392,POINT (-73.97652805606745 40.67282180796563),990760.973187,184404.404535,Active
Strada,3179379,POINT (-73.97668702022635 40.673292456698455),990716.831871,184575.86351,Active
Strada,3179393,POINT (-73.97612022115399 40.67307177097897),990874.07926,184495.503762,Active
Strada,3179394,POINT (-73.97612433149698 40.673166677121124),990872.929656,184530.080465,Active
Strada,3179395,POINT (-73.97603255209934 40.67350209000833),990898.35513,184652.287898,Active
Strada,3179378,POINT (-73.97613826697176 40.673582029093524),990869.022839,184681.403981,Active
Strada,3179377,POINT (-73.97613090103432 40.67387885173749),990871.036615,184789.545497,Active
Strada,3179376,POINT (-73.97606907310514 40.67394336619957),990888.180609,184813.054636,Active
Strada,3179396,POINT (-73.9756183333505 40.674105861351855),991013.194467,184872.290738,Active
Strada,3179375,POINT (-73.9757509570494 40.6741483630721),990976.40189,184887.765117,Active
Strada,3179374,POINT (-73.97616863920332 40.67468634505724),990860.488408,185083.735525,Inactive
Strada,3179373,POINT (-73.97607249464774 40.67475812315944),990887.150428,185109.89361,Active
Strada,3179372,POINT (-73.97529125384088 40.674823533531836),991103.848813,185133.784638,Active
Strada,3179397,POINT (-73.97505261623976 40.67493608962679),991170.031752,185174.810803,Active
Strada,3179398,POINT (-73.97474468327503 40.675396796111784),991255.399363,185342.683826,Active
Strada,3179371,POINT (-73.9747952282015 40.675556433362765),991241.362318,185400.840206,Active
Strada,3029626,POINT (-73.98348464518538 40.67242833551011),988831.285117,184260.610859,Active
Strada,3029363,POINT (-73.98306368310942 40.673186445025095),988948.0047,184536.83406,Active
Strada,3029364,POINT (-73.98288845491183 40.67314178326456),988996.614839,184520.571954,Active
Strada,3029365,POINT (-73.98254958021704 40.67354663906713),989090.586764,184668.091016,Active
Strada,3029362,POINT (-73.98253437258279 40.67382163334365),989094.785246,184768.28012,Active
Strada,3029366,POINT (-73.98203043010304 40.67416869166979),989234.547762,184894.751651,Active
Strada,3029361,POINT (-73.98219749869943 40.6742247837058),989188.200742,184915.17812,Active
Strada,3029360,POINT (-73.98165442879055 40.67486957786567),989338.792632,185150.126141,Active
Strada,3029367,POINT (-73.98139869910425 40.67492616748653),989409.723921,185170.758317,Active
Strada,3029359,POINT (-73.98119708604865 40.67545515299149),989465.607011,185363.494808,Active
Strada,3029368,POINT (-73.9810227626737 40.67545214276573),989513.961573,185362.408525,Active
Strada,3029358,POINT (-73.9809023621409 40.675879300967715),989547.324695,185518.041743,Active
Strada,3029369,POINT (-73.98066411422731 40.67598921043117),989613.401335,185558.099406,Active
Strada,3029357,POINT (-73.98029961551038 40.676767463505314),989714.442471,185841.661831,Active
Strada,3029370,POINT (-73.98007633648366 40.67684997704307),989776.3682,185871.737886,Active
Strada,3029625,POINT (-73.9799244464667 40.67732139439242),989818.459652,186043.49837,Active
Strada,3029622,POINT (-73.97972382717546 40.67737508301687),989874.101929,186063.071493,Active
Strada,3029623,POINT (-73.97936090214183 40.67791590809465),989974.721806,186260.133107,Active
Strada,3029624,POINT (-73.97944679607387 40.678028685006424),989950.887536,186301.215374,Active
Strada,3113090,POINT (-73.98429307424249 40.63900919274201),988609.213711,172085.047612,Active
Strada,3113087,POINT (-73.98447705475782 40.63901400488225),988558.152461,172086.791703,Active
Strada,3113086,POINT (-73.9850554328856 40.63845693691081),988397.667218,171883.808841,Active
Strada,3113085,POINT (-73.98551820304355 40.638010657625316),988269.258354,171721.19565,Active
Strada,3113084,POINT (-73.98598581622261 40.6375634396067),988139.503692,171558.240923,Active
Strada,3113083,POINT (-73.98674335741359 40.63683569771362),987929.295451,171293.072162,Active
Strada,3113089,POINT (-73.98656797498728 40.636821203320956),987977.972519,171287.798879,Active
Strada,3113082,POINT (-73.9872775986755 40.63632270544687),987781.047388,171106.153244,Active
Strada,3113088,POINT (-73.98724883628928 40.636167142122694),987789.038514,171049.478489,Active
Strada,3113080,POINT (-73.9936089670369 40.633138176837484),986023.888173,169945.752022,Active
Strada,3113081,POINT (-73.99358985167626 40.63323193873268),986029.191312,169979.912387,Active
Strada,3113079,POINT (-73.99406757899025 40.63351991168408),985896.586918,170084.819329,Active
Strada,3113075,POINT (-73.99312261340599 40.63375509265926),986158.862312,170170.521257,Active
Strada,3113077,POINT (-73.99348196021016 40.633972454784015),986059.117433,170249.704498,Active
Strada,3113078,POINT (-73.99346532885087 40.63406872563709),986063.730941,170284.778903,Active
Strada,3113017,POINT (-73.99416155019719 40.63297535362878),985870.517744,169886.420448,Active
Strada,3113016,POINT (-73.99435163914863 40.63297695524189),985817.756695,169887.000499,Active
Strada,3113018,POINT (-73.99357740246245 40.63352714893648),986032.638811,170087.465649,Active
Strada,3113015,POINT (-73.99362367442976 40.63367666020469),986019.791724,170141.935685,Active
Strada,3113076,POINT (-73.99303391575026 40.63380757858047),986183.479389,170189.645235,Active
Strada,3113014,POINT (-73.99312524370026 40.634154264126884),986158.120844,170315.9501,Active
Strada,3113019,POINT (-73.99294505391829 40.63413706590463),986208.133867,170309.688302,Active
Strada,3113073,POINT (-73.9928404588311 40.63460258548049),986237.150869,170479.291965,Active
Strada,3113074,POINT (-73.99236332584036 40.63431598799975),986369.589581,170374.887975,Active
Strada,3113020,POINT (-73.9923845115683 40.63468022235313),986363.69786,170507.587841,Active
Strada,3113013,POINT (-73.99252440182174 40.63472669111192),986324.869526,170524.514316,Active
Strada,3113072,POINT (-73.99239843301498 40.6351441940918),986359.819259,170676.624904,Active
Strada,3113071,POINT (-73.99191194754651 40.634948630306724),986494.850157,170605.387842,Active
Strada,3113012,POINT (-73.99193124950199 40.63530023030471),986489.481073,170733.484698,Active
Strada,3113021,POINT (-73.99182170339343 40.635214805637126),986519.888493,170702.36501,Active
Strada,3113070,POINT (-73.9912812877732 40.63537828847242),986669.87507,170761.940678,Active
Strada,3113069,POINT (-73.991242990218 40.63545658928964),986680.501689,170790.468836,Active
Strada,3113068,POINT (-73.991680261111 40.635723253718226),986559.128244,170887.610046,Active
Strada,3113011,POINT (-73.99141086985054 40.63580148090277),986633.894499,170916.117535,Active
Strada,3113022,POINT (-73.99117601024261 40.635833617048874),986699.078095,170927.832079,Active
